Movie_Name,Storyline
17. Dear Santa,"When a young boy mails his Christmas wish list to Santa with one crucial spelling error, a devilish Jack Black arrives to wreak havoc on the holidays."
18. Saali Mohabbat,"A housewife gets entangled in a tale of infidelity, deceit, and murder."
19. Spellbound,"Ellian is a tenacious princess who must go on a daring quest to save her family and kingdom after a mysterious spell transforms her parents, the King and Queen of Lumbria, into monsters."
20. Pin/Ya,Two girls' deep childhood friendship evolves into romance as Pin and Aya explore their desires and discover feelings beyond friendship. They must decide whether to risk what they have for love.
21. Empire of the Rabbits,A daring boy's journey against the cruel entanglements of deception and disabilities of the adult world.
22. Bonhoeffer: Pastor. Spy. Assassin.,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide."
23. Watchmen: Chapter II,"In an alternate 1985 America, a group of retired superheroes investigate a conspiracy after one of their own is murdered."
24. Waltzing with Brando,"Marlon Brando pulls idealistic Los Angeles architect Bernard Judge from his ordinary life and persuades him to design the world's first ecologically perfect retreat on a tiny, inhospitable Tahitian island."
25. Naples to New York,Follows two Neapolitan kids as they journey to New York to escape Italy's early postwar poverty.
26. Sookshma Darshini,"Manuel returns with his mother to their former home in a middle-class neighbourhood. Suspicious of his intentions, Priyadarshini and her friends begin gathering clues, convinced he may be hiding something sinister."
27. Compulsion,"On the island of Malta, two women get engaged in a string of horrifying murders."
28. Buy Now! The Shopping Conspiracy,"Pulls back the curtain on the world's top brands, exposing the hidden tactics and covert strategies used to keep all of us locked in an endless cycle of buying, no matter the cost."
29. Our Little Secret,Two resentful exes must awkwardly spend Christmas together after they learn that their new partners are siblings.
30. Operation: Raqqa,"In 2014, on the streets of Raqa, an international spy Haibala (aka El Saharawi) tries to hunt down El Jordano, one of the most wanted ISIS leaders."
31. Beatles '64,The capture of the electrifying moment of The Beatles' first visit to the United States.
32. Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth."
33. Boss Ma'am,"When a terror female boss was blackmailed by her assistant, she has no choice but to obey and play with her."
34. Hidden Face,"Seong-jin, a conductor, and Su-yeon, a cellist, are engaged. Su-yeon disappears, leaving a video. Mi-joo replaces Su-yeon and develops a secret relationship with Seong-jin. They feel watched as their bond deepens."
35. Tura!,"Documentary on the life of ""Faster Pussycat Kill Kill!"" star/Asian American actress Tura Satana. A wild ride chronicling Tura's brutal childhood, burlesque career, cult movie stardom, and impact as a female icon and cinema pioneer."
36. The Lost Children,"Four Indigenous children are stranded in the Colombian Amazon after their plane crashes. Guided by ancestral knowledge, they're able to survive while awaiting rescue amid the jungle's challenges."
37. Hot Frosty,"Widow Kathy magically brings a snowman to life. His innocence helps her heal and find love again. They bond before the holidays, but he's doomed to melt."
38. Singham Again,"Bajirao Singham and a team of super cops must rescue his wife, Avni, who is producing a stage play based on the Ramayana, from a villainous kidnapper."
39. Hitpig,A bounty hunter pig finds himself trekking the globe with a free-spirited elephant he intended to capture.
40. Streets of Gloria,"Gabriel, a closeted gay anthropologist, travels to Rio after his grandmother's death to study sex workers. He becomes seduced by his research subjects and joins them as a sex worker himself."
41. In Search of Darkness 1990-1994: A Journey Into Iconic '90s Horror,"Film icons and genre experts share observations, experiences and analysis to help reframe, deconstruct and re-contextualize the ""lost"" decade of horror: the '90s."
42. No Dogs Allowed,"15-year-old Gabo struggles to control and hide his pedophilic urges, confiding only in online forums where he encounters the manipulative older Dave. When Dave is arrested for suspected abuse of minors, Gabo must make a choice."
43. The Containment,A dark and sinister being enters the body of an innocent child.
44. Spilt Milk,"11 year-old boy dreams of becoming a great detective like his TV hero Kojak. He sets up a private investigation with his best friend, but the disappearance of his older brother sets them off down a dark path."
45. Pukpok,"Jennilyn, a hardworking secretary at a construction site hides a lot of dark secrets. When she seeks the help of the newest employee, her plans start to collapse."
46. Bhool Bhulaiyaa 3,"Ruhaan, a fraudster posing as an exorcist, takes on a lucrative case at a haunted castle, unraveling a sinister plot involving mischievous priests, culminating in a hilarious yet thrilling ride filled with unexpected twists and scares."
47. Maryang Palad,"Lando starts working on a ship where women board to entertain the crew at each dock. He finds his ex-lover Marya, renowned for her 'magical hands,' is among them."
48. Striking Rescue,A veteran Muay Thai expert goes on a take-no-prisoners mission of revenge after his wife and daughter are brutally murdered by mysterious forces.
49. A Want in Her,"Myrid searches for her missing mother in Ireland, facing family disputes over property, life-threatening secrets; her journey explores love's influence and struggle for freedom."
50. Christmas in the Spotlight,"A famous singer and a football star begin dating, but their budding romance faces intense public scrutiny, forcing them to decide if their connection is real or merely a publicity stunt by the end of the Christmas season."
51. Kabitan,"Alice, a depressed mistress, forms a deep emotional and sexual bond with Mika, her neighbor, who is also a mistress. Then, the inevitable happens, they fall for each other."
52. The Contract,"Following up on a murder investigation, failed journalist Giuseppe falls into the trap of the devil."
53. Standing on the Shoulders of Kitties,"Bubbles' band ""The Shitrockers"" lands a European tour but gets kicked off, forcing them to busk. Randy is their roadie. Can Ricky and Julian save them from the streets of Prague?"
54. Let Go,"Stella juggles demands of young son, moody teen daughter, and distant husband. Chaos ensues until a message prompts a family trip where she must overcome challenges to reunite them."
55. This Too Shall Pass,"Simon, a 16-year-old suffocated by his strict Mormon upbringing, rebels and crosses the border with friends for a weekend in Canada, as they individually discover more about themselves."
56. The Sabarmati Report,"A Hindi reporter struggles with a deadly fact when a train full of Karsewaks is set ablaze in Godhra. Years later, he is asked to help expose the Sabarmati Incident backed by a buried report."
57. Another Cabin in the Woods Movie,"In this tongue-in-cheek spoof, horror-savvy characters are trapped in yet another cabin in the woods, where they are forced to navigate murder and red herrings to uncover who will stop at nothing for their twisted happily ever after."
58. Growl,"In a slum, a blind motel owner develops an unusual reaction to the noises her tenants make, awakening her sensual desires."
59. Paranormal Cuma,"This is the story of a man whose clumsiness lands him in unexpected situations. His clumsiness wreaks havoc on the hospital's electrical system, and he wreaks havoc on the hospital while trying to make up for his mistake."
60. I Want to Talk,"Arjun loves to talk, but when he learns he has 100 days to live, his priorities shift. His only wishes: reconnect with his 7-year-old daughter and find a way to survive. I WANT TO TALK is a heartfelt dad-daughter story about life's beauty."
61. The Friendly,"Military medic Curtis gets injured, returns home with dog Friendly who saved him. Curtis and Friendly adjust to civilian life. Curtis falls in love with nurse Sophia, who has a child."
62. Some Nights I Feel Like Walking,A rich teenage runaway and a group of street hustlers who both seek to find a place for themselves in the world.
63. In Fidelity,"Lyle and Holly, a happily married New York couple decide to test the romantic boundaries of their monogamous relationship. Soon, a hypothetical love triangle with their rock star neighbor becomes a reality they must now navigate."
64. Nature of the Crime,"After decades in prison, three men navigate the complex bureaucracy of the parole system and deal with its psychological toll."
65. Saint Nick of Bethlehem,"The original story about a man who lost his son, became Santa to many, reunites with his love, and brings hope to all. Distraught over losing his son, he finds closure and discovers a new purpose when he takes on the role of Santa Claus."
66. Kangaroo Island,"A struggling Hollywood actress returns home to Kangaroo Island, confronting the love triangle that tore her family apart."
67. Samana Sunrise,The 20th anniversary trip of two couples and friends goes wrong when in the first night Ale confesses an old trick that led to their current marriages. To the next morning Ale's world will be turned upside down.
68. 2B Honest,"Murder, love, insurance policies. On the run from the law, Kato Roberts stumbles into a secret community that throws him into a world of chaos."
69. Relative Control,"A lawyer's life unravels while managing her stubborn, accident-prone elderly father and defending her biggest corporate case against a hostile takeover."
70. The Merry Gentlemen,"To save her parents' small-town performing venue, a former big-city dancer decides to stage an all-male, Christmas-themed revue."
71. Terminator: Skynet Rising,"Since Legion was destroyed, the machines have been working to restore Skynet. Now the resistance has discovered their plans and must find a way to prevent them."
72. The Best Christmas Pageant Ever,Nobody is ready for the mayhem and surprises that ensue when six of the worst youngsters disrupt the town's yearly Christmas performance.
73. The Family Business,"The Family Business is a Dark, Dramatic, Horror, Thriller where tensions rise among a twisted family of psychopaths who set out to create a very unique snuff film of epic proportions."
74. Obraz,A hunted child will find refuge in the house of the enemy. The host faces a terrible choice: save the child's life or risk losing his own family.
75. The Untold Story,"A passionate romance blooms between an art conservator and a mysterious driver. Their love is tested when secrets are revealed and dangerous missions unfold, leading to a heart-wrenching struggle between devotion and destiny."
76. Love Across Time,A real estate inspector working in England at an old Georgian manor accidentally opens a portal to its 18th-century past and its dashing then-owner.
77. Sikandar Ka Muqaddar,"After an unsolved diamond heist, a hard-nosed cop's pursuit of his key suspect turns into obsession, until they finally face each other and the truth."
78. Swap,A young couple is lured into the clutches of a bloodthirsty 500-year-old vampire; the exotic stranger tries to persuade them to swap partners and join his kind.
79. Vanchana,"When Father Andrew Joseph is murdered at Araku Valley's hill station church, police blame his driver. But Krishna, unconvinced by the investigation, embarks on a dangerous quest to uncover the truth behind the priest's death."
80. The Defender,A vigilante comes face to face with her demons while tracking down criminals tied to her past.
81. Kanguva,A tribal warrior's fierce struggle to save his people a millennium ago is mysteriously linked to a bounty hunter's perilous quest in the present.
82. Return of the King: The Fall and Rise of Elvis Presley,He had one chance to show the world he was still the King of Rock 'n' Roll. Discover the story behind Elvis Presley's triumphant '68 comeback special.
83. Who Wants to Marry an Astronaut?,"After fifteen years of relationship, David feels the time has come to take the next step. To do so, he plans an idyllic trip along Route 66 with a wedding in Las Vegas. But when he proposes, his partner rejects him in front of everyone."
84. Yacht Rock: A Dockumentary,"Chronicles the rise of the smooth West Coast sound pioneered by artists like Steely Dan, Toto, and Michael McDonald, exploring its widespread influence."
85. 72 Hours,"Two brothers, one an FBI agent and the other an international money launderer, put aside their differences and band together to save their family by going after a perilous extraction deep in kingpin territory."
86. 37 : L'ombre et la proie,"A trucker transporting a woman called Thirty-Seven grows suspicious of her strange behavior, until it's revealed he may not be as blameless as he seems."
87. Redress,"A chef vanishes with his sous-chef while hunting, hours before getting his third Michelin star. His daughter Clara inherits the restaurant amid media frenzy. Two years on, she's invited to a food congress in Taiwan."
88. Marry Christmas,"After finding love, the Wright Brothers (Joey and Matthew Lawrence) unwittingly schedule weddings for the same day. A sibling rivalry ensues for the right to wed their brides on Christmas."
89. Moon Maidens 2,"Amazons from the planet Byphrexia invade Earth, encountering human males. Rivals Diana and Athena navigate challenges and media frenzy while attempting to reunite before returning home. Will they succeed or become Earth celebrities?"
90. Devon,"After their daughter vanished from an asylum, Devon's parents engage five explorers to investigate the abandoned site years later via cryptic website, unaware of the sinister one-way journey and terrifying deadly experience awaiting them."
91. Cells at Work!,"Each and every body is a legion of cells, all performing their function to keep their owner operating."
92. Gone Running,"Mother and daughters take on marathon relay after husband/father's death to honor his wish. Unprepared physically and mentally, their attempt creates ripples affecting relatives and friends, compounding challenge."
93. The Devil's Disciples,"A forgotten prophecy resurfaces, casting a dark shadow over Lucifer's dominion. In a desperate race against time, his elite council must confront destiny -- or risk the fall of Hell's reign on Earth."
94. Belle,"A teacher and opticians practice couple leads a peaceful life in a small town. Their life turned upside when Belle, a friend's daughter found dead in her room. He becomes the prime suspect as the only one at home at the time."
95. Her Story,"Wang Tiemei, a single mother, loses her job and moves, befriending neighbor Xiaoye who appears cheerful but is depressed. Their bond grows as Tiemei navigates relationships with her ex-husband causing trouble."
96. Feeling Randy,"In the midst of family confusion, Randy goes on a road trip with his school friends to discover his sexuality in the 1970s."
97. GTMax,"When a notorious gang of bikers recruits her brother for a heist, a former motocross champion must face her deepest fears to keep her family safe."
98. The Pee Pee Poo Poo Man,A paranoid young man launches a bizarre crime spree against the citizens of Toronto.
99. Silip,"Paresan-worker Joel notices Rose, the girl always receiving and sleeping with different guys at the house across the food stall. He soon starts to fantasize about Rose and does all he can to get a taste of her."
100. The Southern Chronicles,"It follows Rimants who is more interested in playing rugby, listening to music and dealing on the black market than studying for school, but when he falls in love with Monika, his faith in love and the future is tested."
101. Roti Kapda Romance,"Childhood pals scattered worldwide reconnect after years apart. Together, they road trip across India to Goa, one friend determined to confront his ex who broke his heart and show her the mistake she made."
"102. Hello, Love, Again","After fighting for their love to conquer the time, distance and a global shutdown that kept them apart, Joy and Ethan meet again in Canada but realize that they have also changed a lot, individually."
103. A Sudden Case of Christmas,"An American couple takes their 10-year-old daughter to her grandfather's hotel in Italy to tell her that they are separating. Hoping to bring them back together, she asks to celebrate one last Christmas together, although it's August."
104. Love Bomb,A mysterious dating app designed for one night stands brings three strangers together with deadly consequences.
105. Devils Stay,"A heart specialist doubts his daughter's death after an exorcism, believing her heart still beats. Amid her three-day funeral, he and a priest clash over the truth, each trying to prove their stance and potentially save her life."
106. Padres,"Her parents, Jaime and Victoria, recently divorced, meet at their old shared chalet to find their daughter. Everything becomes more mysterious when they discover where her mobile phone is located outside of Spain."
107. Beyond the Rush,"Working undercover to expose a corrupt judge, an investigative journalist confronts his secret past to reconcile his mother's mental illness and must choose between addiction, obsession and the past, or love, redemption and the future."
108. Vena,"A young couple struggles with an unplanned pregnancy, turning to crystal meth to cope with their troubled lives until a midwife intervenes, offering guidance and support to help them face their challenges and find a path forward."
109. Skinjacker,"The Isle of Skye in Scotland has its fair share of myths and legends. One night, what appears to be a meteorite crashes down upon the island's rocky hillside, cutting all power in the area. Then people start to vanish."
110. Get Fast,"After a heist goes wrong, a thief and a troubled orphan must rescue his kidnapped partner from a ruthless drug lord and her charming hitman."
111. Logout,"Set in Delhi, LOGOUT follows 26-year-old Pratyush, a social media influencer on the brink of reaching 10 million followers. However, his ambitions take a terrifying turn when an obsessive fan gains access to his all-important phone."
112. Umjolo: The Gone Girl,Follows four women whose love lives intersect at a Valentine's Day wedding none of them will soon forget.
113. Dreaming of Lions,"A Brazilian woman with terminal cancer in Lisbon seeks to die with dignity and becomes involved with a clandestine organization that teaches euthanasia, but discovers a deceptive scheme and embarks on a journey to expose the company."
114. Barda,"Barda is about the terrible events that happen to a group of friends who come together for a celebration in a bar. Also labeled as ""Türkiye's First +18 Realistic Film""."
115. The Ghost Trap,A young lobsterman is forced to choose between right and wrong when his girlfriend suffers a traumatic head injury and a rival lobstering family sabotages his gear.
116. The Night Before Christmas in Wonderland,"The Queen of Hearts has outlawed Christmas. As a child, the white rabbit missed her gift. Years later, Father Christmas receives the lost letter and voyages to Wonderland. With the help of curious young Alice, can Christmas be saved?"
117. The Holiday Club,Follows two friends growing relationship over the course of a year in holidays.
118. The Christmas Letter,"Every year, unemployed copywriter Joe Michaels reads his wealthy friend's annual over-the-top Christmas letter, and feels like a loser. But this year's going to be different."
119. Out of Control,A marriage is threatened when the husband's first love comes back to town.
120. Janis Ian: Breaking Silence,"Janis Ian (""At Seventeen,"" ""Society's Child,"" ""Stars"") tells her remarkable life story-with Joan Baez, Arlo Guthrie, Jean Smart, and others."
121. Ei koskaan yksin,"1942 in Helsinki. The state of Finland has made an alliance with Nazi Germany. One man alone is trying to stop the Finnish security services which were operating in secrecy, to turn over Jewish refugees into the hands of Gestapo."
122. Revival,Two robbers on the run end up victims of a twisted doctor who subjects them to his sadistic experiments.
123. Zebra,A group of white collar fraudsters become entangled with a vicious criminal as they plan an audacious heist.
124. Hisaab Barabar,"Radhe Mohan, an honest TC working for Indian Railways, sets out to uncover a massive financial fraud by banker Mickey Mehta. As Mickey puts the entire system against Radhe, what lies next for him?"
125. Sorgavaasal,A common man imprisoned in a corrupt system questions whether jails truly rehabilitate or push individuals deeper into crime's abyss.
126. Matka,"Rising through the ranks of the criminal world, a man becomes a key player in a massive nationwide gambling operation."
127. Illegal Hayatlar: Meclis,"In the realm of underground gambling, Mahsun, Sahin, and Mehmet find themselves entangled in a web of deception. Their fake political party's parliament entry leads them to further exploit the absurd situation for personal gain."
128. Son's Will,"A post-apocalyptic tale set in the west Balkans, after a nuclear war."
129. The Blair Witch Documentary,"Documentary on the 1999 film, included in The Blair Witch Project Second Sight Blu-ray's special features."
130. Das Meer ist der Himmel,"A real-estate henchman has to go back to Albania after 20 years, to scatter his dead grandfather's ashes in the sea, facing his roots, his past and his family, that he never wanted to see again."
131. Leonard Cohen: If It Be Your Will,"A cinematic celebration of Leonard Cohen's music, life, and legacy through the eyes of his son Adam and tribute performances by musical icons."
132. Mura,"Four friends from a humble background plan a heist, but past secrets and hidden motives emerge, testing their loyalties. As ambition collides with friendship, they face tough choices in their quest for revenge."
133. The Proud Princess,"Time has come for young and handsome King Benjamin to marry. He is captivated by Princess Carolina's portrait, and disguised as a gardener, he infiltrates her castle to win her heart after she rejects him."
134. Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,"A Historical Movie Trilogy available in Hindi/Marathi on the life of Chhatrapati Sambhaji Maharaj. Part 1 highlights the attack on Burhanpur, Rajyabhishek and the Navy battle of Janjira."
135. Meet Me Next Christmas,"In pursuit of a fairytale romance with the man of her dreams, Layla must race through New York City to get her hands on the hottest ticket in town: the sold out Pentatonix Christmas Eve Concert."
136. 404 Run Run,"Nakrob, a young real estate swindler, discovers an abandoned hillside hotel by the beach. Seeing an opportunity, he decides to turn it into a luxury hotel scam."
137. River Returns,"Yucha from a village threatened by typhoons in 1958 ventures into the mountains, confronting the grieving spirit Oyo, whose sorrow has caused catastrophic floods for centuries, returning a sacred water-filled bowl to Oyo's drowning spot."
138. Curse of the Seven Oceans,"Starting from trade competition in the market, people use supernatural things and perform black magic to bring down their rivals."
139. Nemlizade,"Unable to marry his lover Keriman due to poverty, Onur becomes the neighborhood headman after his uncle is paralyzed. Despite locals' disapproval, Onur and his friends strive to retain the position."
140. Rise of OnlyFans,"The Rise of OnlyFans is an illuminating documentary that provides a comprehensive exploration of the unprecedented growth and cultural impact of the groundbreaking platform, OnlyFans."
141. Slime,"Mona, a baker's daughter, feels trapped by her controlling father Adon. New employee Lina ignites Mona's desires. Adon has contrasting plans for Mona. Torn between duty and passion, Mona must decide her future path."
142. Tegendraads,"East of the Netherlands, 1960. Economy is booming, and the local textile-factories import workers from Italy. The integration of these Italians in the local community is not without difficulties. That's what 'Tegendraads' is about. Of course its plot also provides some love stories, some successful Italians, and a local girl breaking out to become a fashion-designer."
143. Are You There?,"A paranormal psych student's ritual candle starts a deadly game of twenty questions. As wax drips away, she races to survive, learning some mysteries should stay buried."
144. Trapped Inn,An American cycling team trains at a remote European lodge. Teammates start dying mysteriously. Rivals Connor and Greg battle to survive and uncover the cause behind the team's demise.
145. God's Here,"In Granbury, TX, firefighter Jack Gilmore makes holiday memories with his son and not knowingly shares a final kiss with his wife. But when a runaway teen's car hits his wife's car, Jack grapples with his faith and the idea of forgiveness."
146. Shoutai,"Accused of a brutal murder, Kaburagi escapes and goes on the run across Japan. Detective Matanuki pursues him, but after 488 days missing, Kaburagi's true identity and motives remain a mystery."
147. Askepote,"In 2024's big Norwegian Christmas film, Cinderella turns fairyland on its head when she refuses to marry a lame prince just because the shoe happens to fit."
148. Kahar: Kapla High Council,"Set in 2005, Kahar, a socially invisible man, volunteers for Pilihanraya to protect his friend. Initially noble, his actions lead him down a path of malevolence and tyranny, risking his family's legacy."
149. Pune Highway,"Three friends who have grown up together in the same building in Mumbai are affected, in different ways, by a dead body found 200 kms away in a lake. As they fight for their friendship, they can't escape the ugly truth racing towards them"
150. I Am Kathalan,A college student decides to hack into the security system of a company owned by his ex-girlfriend's father.
151. Cesium Fallout,"In a Hong Kong recycling plant, a massive fire exposes a radiation crisis caused by illegal garbage smuggling. Government advisor, executive, and firefighters embark on a high-stakes mission to mitigate the disaster."
152. Gladiators,"When a once great gladiator's betrothed is murdered, he vows to hunt down the killer. But when he discovers the murderer is no stranger, the gladiator must enter the Colosseum once more to avenge his bride."
153. The Body,"A night watchman escapes from the morgue where he works and is run over. The inspector called to investigate discovers that the body of a recently deceased woman is missing. Questioning the widower, he begins to suspect him."
154. The Best Friend,"On Canoa Quebrada beach, the reunion between two friends rekindles old desires."
155. Mechanic Rocky,A mechanic uncovers a sinister plot during a feud with local gangsters over ownership of his father's garage in this twisty Telugu-language action drama.
156. Godless,"After signing a progressive bill into law, a Catholic governor with hopes of the presidency is excommunicated by the church."
157. Lula Leblanc,"26th of September 1999. Alekos is dead. His teenage granddaughter, Margarita, refuses to attend his funeral and takes advantage of her parents' absence to throw a small party at home. Three days earlier, unaware that this would be his last night, Alekos attends a reunion of old friends to celebrate the birthday of Lula, his first love, who now suffers from dementia."
158. Bhairathi Ranagal,"Bhairathi Ranagal delves into the story of Ranagal. How did he rise to such prominence? The film focuses on his origin, his journey to power, and who he was before he became the most dreaded gangster of Ronapura."
159. My Ex's Wedding,"When groom invites his ex to the wedding, the ex and her partner, who are currently having relationship issues, attend to congratulate the bride and groom. However, complications arise when old flames reignite just before the wedding day."
160. Miss You,A young man finds himself unexpectedly falling for a woman he initially despised. Their emotional journey explores the depth behind her refusal and the rollercoaster of feelings that unfolds.
161. Unexplainable,"When an 8-year-old boy passionate about football is diagnosed with a very serious illness, his family needs strength and faith to face the complications of the disease."
162. I Heart Willie,"In this horrific origin story of the most beloved cartoon character of modern times, an obsessed fan of Steamboat Willie leads her friends into a deadly mousetrap where pure evil seeks to harvest their skin."
163. Pure Love,"Athar meets Ara who makes him a better person, but they are still too young and have to pursue their dreams."
164. Nobody Likes Me,"Sara, a distant observer of others' lives, falls for graceful Martin. As she seeks physical intimacy, he withdraws, concealing his intersex status. When his secret emerges and spreads, they face harsh social realities."
165. The Killgrin,"After a personal tragedy, Miranda explores unconventional self-help methods, only to learn from a spiritual healer that she has an infection of her aura called a 'killgrin', which thrives off her misery."
166. Marcella,"Marcella Hazan revolutionized home cooking, bringing real Italian flavors to millions. Meet the fiery chef behind the iconic cookbooks."
167. Wedlock,"The encounter between Hatte and Meto is a fateful one and their initial youthful infatuation grows into overpowering love, which changes forever not only their lives, but also the life of a third someone who is found standing between them."
168. In Flight,"The night before Claire Reynolds' trip to Paris, she catches the eye of a mysterious, handsome stranger. That's the last thing she remembers before waking up on a plane with no recollection of what happened after that."
169. He Sees You When You're Sleeping,Chester returns to his home after witnessing his parents' murders 17 years ago by a killer dressed as Santa. A new Santa killer begins killing his relatives. Chester questions if the killer returned or if a more terrifying truth exists.
170. Maybe Baby 2,Two couples discover their kids aren't swapped at the fertility clinic. They decide to cohabitate and jointly raise their respective biological children despite the initial mix-up.
171. All for One,"Sara a young Morisco unmasks the three musketeers who protect the Queen of France, she decides to cling to these powerful women and their brilliant idea."
172. Vegan,"A vegan social media influencer goes on a quest to document the search for her biological parents. Her search leads her to a defunct, secluded farm where she encounters The Farmer, and her worst nightmares become reality."
"173. Extraction, USA","A single mom and a mysterious drifter hook up and hustle pool to survive in the grimy town of Extraction, USA. When they uncover a dangerous drug ring, they decide to risk it all in a deadly heist to escape town in search of a better life."
174. Christmas Cowboy,"Mary, a savvy but overlooked real estate developer, gets a $1.2 billion opportunity, forcing her to return to her hometown amidst family tensions, rivalry, and new romance, discovering true Christmas magic: love, forgiveness, and horses."
175. Christmas on the Ranch,"When a talk show relationship expert with her own romantic hang-ups gets stranded at a ranch before Christmas, the charming rancher reminds her that love is always worth the risk."
176. Go Away,"During a family gathering, dinner is interrupted by a knock at the door. 5 intruders take the guests hostage and put them through a series of sadistic games. As the night goes on, the intruders realize they also may have something to fear."
177. In Youth We Trust,"Puek, a boy from the slums, had no choice but to endure his circumstances, feeling that he could never have the same worth as others. He remained silent, accepting the bullying of others just to survive in society."
178. Una terapia di gruppo,
179. Nirangal Moondru,"A teacher, a lovelorn student, and a troubled filmmaker's lives intertwine as they search for a missing teenager."
"180. Kiss Me, Kate: The Musical","'Kiss Me, Kate' is a blend of musical theater, comedy, and drama, set around a theatrical production of Shakespeare's 'Taming of the Shrew'. It cleverly intertwines the backstage antics of a troubled Broadway show with the onstage drama."
181. The World According to Kaleb: On Tour,"Kaleb Cooper, on his UK tour shares insights on farming, Clarkson, tractors, and his disdain for sheep. Features a celebrity tractor race and a singalong finale at Cheltenham's Everyman Theatre."
182. The North Witch,"Five women embark on a search for a cabin that mysteriously went missing 60 years ago. They soon realize that watching them is a sinister, demented being. Can they survive the horrors of The North Witch, or is death the better way out?"
183. Pink Lady,"Battie and Lazer, a Jewish ultra-Orthodox couple are being blackmailed by the Wolf's gang. Both are going to fight the gang in a journey that will test their love and faith and change their lives forever."
184. Sin instrucciones,"Leo is a single, womanizing guy who lives in a tiny beach town in the Canary Islands. One day one of his old flings, Julia, reappears, leaves an infant in his arms, and disappears the next morning."
185. Mandira,"When a single women and her boy friend reach in a small town, she begins to discover her connection to a ghost and the secret legacy her grandfather left behind."
186. Royal Runaways,"From the French nation of Caminelle to a winery in Maine, a defiant prince and orphaned girl take parallel paths to find each other but must first unravel a plot filled with twists."
187. Mayan,A a mythological mysterious film based on Indian mythology and Mayan tribes and their connection with the apocalypse of this world. Talks about the origins of human and their end.
188. Omega Wants to Dance,"A journey in search of individual and collective identity through dance, music, thought and spirituality."
189. Girl from the North Country,"Joe Scott and the Girl From The North Country cast perform Bob Dylan's ""Hurricane""."
190. Inanimate Insanity II: The Movie,"MePhone's reality show competition finale with Suitcase and Knife contestants is jeopardized when his creator's past reemerges, endangering participants and threatening an unresolved ending."
191. Bila Esok Ibu Tiada,"The story of 4 children who are starting to get busy with their own lives. Small problems always become big conflicts. Their mother, whose heart is broken, is confused about what to do. She just misses the laughter and harmony like before."
