Movie_Name,Storyline
18. Terrifier 3,Art the Clown is set to unleash chaos on the unsuspecting residents of Miles County as they peacefully drift off to sleep on Christmas Eve.
19. Queer,"In 1950s Mexico City, an American immigrant in his late forties leads a solitary life amidst a small American community. However, the arrival of a young student stirs the man into finally establishing a meaningful connection with someone."
20. Salem's Lot,"An author returns to his hometown of Jerusalem's Lot in search of inspiration for his next book, only to discover that the townspeople are being attacked by a bloodthirsty vampire."
21. The Return,"After 20 years Odysseus finally returns to Ithaca, where he finds his wife held prisoner by suitors vying to be king and his son facing death at their hands. To win back his family and all he has lost, Odysseus must rediscover his strength."
22. Monster Summer,"When a mysterious force begins to disrupt their big summer fun, a group of friends team up with a retired police detective to embark on an adventure to save their island."
23. On Swift Horses,"Muriel and her husband Lee are about to begin a bright new life, which is upended by the arrival of Lee's brother. Muriel embarks on a secret life, gambling on racehorses and discovering a love she never thought possible."
24. The Luckiest Man in America,May 1984. An unemployed ice cream truck driver steps onto the game show Press Your Luck harboring a secret: the key to endless money. But his winning streak is threatened when the bewildered executives uncover his real motivations.
25. All of You,A stirring near-futuristic romance of two best friends who harbor an unspoken love for one another even after a test matches one of them up with their supposed soulmate.
26. The Assessment,"In the near future where parenthood is strictly controlled, a couple's seven-day assessment for the right to have a child unravels into a psychological nightmare."
27. The Penguin Lessons,A disillusioned Englishman who goes to work in a school in a divided Argentina in 1976 finds his life transformed when he rescues an orphaned penguin from the beach.
28. The Killer's Game,"When a hitman is diagnosed with a terminal illness, he decides to take a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues."
29. Emmanuelle,"In search of a lost pleasure, Emmanuelle travels alone to Hong Kong on a business mission. In the vibrant and sensual global city, she indulges in intense encounters and new experiences."
30. The Last Showgirl,A seasoned showgirl must plan for her future when her show abruptly closes after a 30-year run.
31. Nightbitch,"A woman pauses her career to be a stay-at-home mom, but soon her domesticity takes a surreal turn."
32. Boong,"A schoolboy, Boong, navigates racial tensions and border challenges in Manipur, driven by resilience and determination to reunite his divided family."
33. Riff Raff,A former criminal's ordinary life is turned upside down when his old family shows up for a long-awaited reunion.
34. Uglies,A world in which a compulsory operation wipes out physical differences and makes everyone pretty.
35. K-Pops!,"Follows a washed-up musician who jumps at the chance to capitalize on his long-lost son's stardom for his own renaissance, but learns that fatherhood is much more than stardom."
36. 40 Acres,"In a post-apocalyptic world with food scarcity, a Black family of Canadian farmers descended from American Civil War migrants defend their homestead against cannibals trying to seize their resources."
37. Apartment 7A,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame."
38. MadS,"A teenager stops off to see his dealer to test a new drug before heading off for a night of partying. On the way home, he picks up an injured woman and the night takes a surreal turn."
39. I Am Nevenka,"Centers on true happenings of Nevenka Fernández, a young woman in 1990s Spain who courageously reported sexual harassment by her employer. Her tenacity pioneered the fight against workplace misconduct in her country."
40. Amber Alert,A ride-share turns into a high-stakes game of cat and mouse after it follows a car fitting the description of an AMBER ALERT.
41. The Room Next Door,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. After years of being out of touch, they meet again in an extreme but strangely sweet situation."
42. The Rule of Jenny Pen,"Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences."
43. Unstoppable,"Centers around the life of wrestler Anthony Robles, who was born with one leg and won a national championship in 2011 while competing at Arizona State University."
44. Meiyazhagan,A man's life is changed when he bumps into someone from his hometown in this moving Tamil-language drama; gentle scenes are occasionally punctuated by sporting threat and recollections of violence.
45. William Tell,"The narrative unfolds in the 14th Century amidst the days of the Holy Roman Empire where Europe's nations fiercely vie for supremacy and the ambitious Austrians, desiring more land, encroach upon Switzerland, a serene and pastoral nation."
46. The Ties That Bind Us,"Exploring the challenges of modern family structures, the film follows a single father, a feminist librarian and a child seeking a place to belong as they navigate love and desires. It questions what it means to be a family."
47. The Platform 2,"A thrilling physical journey that allows an approach to the darkness, where it is scary to look. It appeals to the viewer's civil responsibility and forces them to face the limits of their own solidarity."
48. The Salt Path,A couple lose their home and later discover the husband has been diagnosed with a terminal illness as they embark on a year long coastal trek.
49. Never Let Go,A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.
50. King Ivory,"Based upon extensive research with law enforcement, gangs, inmates, migrants, and addicts, an exposé on fentanyl trafficking, and its effect on all walks of life."
51. Sketch,"When a young girl's sketchbook falls into a strange pond, her drawings come to life-chaotic, real and on the loose. As the town descends into chaos, her family must reunite and stop the monsters they never meant to unleash."
52. Kishkindha Kaandam,"Strange events unfold in a monkey-inhabited village, prompting a newlywed pair and forest officials to embark on a mission to uncover the root cause of the peculiar disturbances."
53. Afternoons of Solitude,"Explores the spiritual pain of bullfighting, the tormented torero in a ring, one of the most excessive and graphic examples of the origin of Southern European civilization"
54. Killer Heat,"Follows twin brothers who find themselves in a dangerous love triangle on an isolated Greek island. The investigation is given to ""The Jealousy Man,"" a wounded detective."
55. Bring Them Down,"An Irish shepherding family thrust into battle on several fronts: internal strife, hostility within the family, rivalry with another farmer. Paternalism, heritage, and the generational trauma cycle through the cultural prism of Ireland."
56. Hard Truths,Ongoing exploration of the contemporary world with a tragicomic study of human strengths and weaknesses.
57. Succubus,"A new father struggling with fatigue, emotional insecurities, and a failing marriage joins a dating app, only to swipe right on what may be an inhuman presence."
58. Sheepdog,"A decorated combat veteran is court-ordered into treatment when an ex-convict shows up on his doorstep, forcing him to confront his past and begin an unexpected journey toward post-traumatic growth."
59. Daddy's Head,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.
60. U Are the Universe,"After Earth explodes, Ukrainian space trucker Andriy Melnyk becomes the last person in the universe until he receives a call from Catherine, a French woman on a distant space station. Despite the obstacles, Andriy decides to find her."
61. The Wailing,A group of young people inadvertently resurrect a seemingly invisible evil.
62. Familiar Touch,"An octogenarian woman transitions to life in assisted living as she contends with her conflicting relationship to herself and her caregivers amidst her shifting memory, age identity, and desires."
63. Zero,"Two Americans end up in Dakar, Senegal with bombs strapped to their chests and ten hours to find out why."
64. Bonjour Tristesse,Cécile's relaxing summer with her father in the south of France is upended by the arrival of the enigmatic Anne.
65. The Cut,A retired boxer returns to the ring for one last shot at the title but only if he can make the weight. Holed up in a room in Las Vegas he embarks on an intensive and illegal weight cut program with an unscrupulous trainer.
66. Die Alone,Tells the story of a young man who has amnesia. He bands together with a rugged survivalist in a zombie-like outbreak to find his girlfriend.
67. Long Gone Heroes,"A special forces soldier who has given up country, religion, and even hope, must return to the field of battle to track down his niece, a reporter, caught in the middle of an illegal private contracting operation that went dead wrong."
68. Strangers,"A frustrated woman encounters a mysterious hitman. Their romance leads to vigilante killings of criminals. As she delves deeper, she questions her partner's true nature and their hidden motives."
69. Harvest,"Over seven hallucinatory days, a village with no name, in an undefined time and place, disappears."
70. Odd Fish,"When two childhood friends get an unexpected opportunity to keep their fish restaurant open all year round, one of them comes out of the closet as a trans woman, putting a strain on their friendship and they see their lives in a new light."
71. Happyend,"In near-future Tokyo, the threat of a catastrophic quake looms. Two friends prank their principal before graduation, leading to school surveillance installation."
72. The Last Sacrifice,"Interrogating true crime's cultural impact, from murderous origins to modern revival. Exposing British society's prejudices and dark underbelly."
73. Ick,"Science teacher Hank's life changes when he reconnects with his first love and suspects a new student is his daughter, all while facing an alien threat in their town."
74. Millers in Marriage,"A tale of three middle-aged married couples coming to grips with universal questions about marriage and fidelity, professional success and failure, and the challenge of finding a second act."
75. Sumala,"Sumala, a name that is feared by people in a village in Semarang Regency from the past until now. No one dares to go out when night falls because Sumala will come to kill."
76. Dreams,"Johanne documents her intense crush on her french teacher. Her mother, grandmother end up reading these intimate writings. They're both horrified by the contents but taken by the powerful writing and story. Johanne navigates romantic ideals vs reality, exploring emotions of self-discovery, love, sexuality."
77. The Witness,"After seeing a government official commit murder in Iran, retired dance instructor Tarlan faces a choice: stay quiet under political pressure or risk everything to expose the truth."
78. The Front Room,"It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother."
79. Love in the Big City,"Misunderstood as more than friends, roommates Jae-hee and Heung-soo navigate the complexities of modern romance in Seoul's big city."
80. Hold Your Breath,"In 1930s Oklahoma amid the region's horrific dust storms, a woman is convinced that a sinister presence is threatening her family."
81. Mr. K,"After spending the night in a remote hotel, Mr. K is stuck in a claustrophobic nightmare when he discovers that he can't leave the building."
82. The Shadow Strays,"Codename 13, a 17-year-old assassin, is suspended due to a sloppy mission in Japan. She meets 11-year-old Monji, who loses his mother, and sets out to rescue him."
83. Turn Me On,"Under the control of a pill that eradicates human emotion, a young couple skip doses and discover new feelings, but realize that comes with emotional baggage to deal with."
84. Manas,"Aware that the future does not hold many options for her in a riverside community on Marajó Island, a 13-year-old girl decides to confront the violent machinery that governs her family and the women in her community."
85. Aftermath,"A returning war veteran, stricken with PTSD, unwittingly gets trapped with his teenage sister on Boston's Tobin Memorial Bridge as a heavily weaponized group of ex-military revolutionists take everyone hostage."
86. When Fall Is Coming,"Michelle, a retiree in Burgundy, expects her grandson Lucas but a mistake ruins her plans. Her friend Marie-Claude's son is released from prison, reviving Michelle's purpose."
87. F-Buddies,"Jas' boyfriend breaks up with her because she's boring. To prove him wrong, and just to continue to be with him, she agrees to be his f*** buddy."
88. Pedro Páramo,"Follows a dusty road to a town of death. Time shifts from one consciousness to another in a hypnotic flow of dreams, desires and memories, a world of ghosts dominated by the figure of Pedro Páramo, lover, overlord, murderer."
89. Sector 36,"A fictional story Inspired by true events, several children go missing from a basti (slum) in Sector 36. A determined police officer must now face off with a cunning serial killer as a chilling investigation and dark secrets unfold."
90. Love,"Marianne, a doctor, and Tor, a nurse, avoid relationships. After meeting on a ferry where Tor seeks casual encounters, Marianne explores the possibility of spontaneous intimacy, questioning societal norms."
91. The Bibi Files,An inside look into the corruption charges against Israeli Prime Minister Benjamin Netanyahu through leaked police interrogation videos.
92. Kill Em All 2,"Retired spy Phillip and his long-lost daughter, Vanessa, are living peacefully off the grid in Italy, when their whereabouts are discovered by Vlad, the vengeful brother of their previous target."
93. Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past."
94. Rez Ball,"The Chuska Warriors, a Native American high school basketball team from New Mexico, must band together after losing their star player if they want to keep their quest for a state championship alive."
95. Crust,"A depressed has-been child actor and owner of a dingy laundromat, becomes powerfully vengeful when his collection of lone socks transforms into a protective, cute, murderous monster named Crust."
96. Superboys of Malegaon,"The journey of an aspiring filmmaker as he bands together his group of friends to make a film for his town, Malegaon."
97. Jane Austen Wrecked My Life,"A desperately single bookseller, lost in a fantasy world, finds herself forced to fulfill her dreams of becoming a writer in order to stop messing up her love life."
98. Else,"A romance blossoms between an introvert and a confident woman, but their relationship faces a threat when a strange epidemic causes the infected to merge with their surroundings, trapping the couple in a shapeshifting nightmare."
99. The Partisan,A Polish spy who works for the British during the Second World War is compromised in Warsaw after a betrayal and finds herself in a murky world of treachery.
100. Monsieur Aznavour,"Follows the beginnings of the iconic French-Armenian singer, songwriter and actor, Charles Aznavour, from zero to fame."
101. Harbin,Follows Korean independence activists who launched a daring attack in Harbin against the Japanese to gain their country's independence.
102. Undercover,"After spending several years infiltrating the circles of the Abertzale left as another young sympathizer of the terrorist group ETA, a police officer gets what she was looking for: ETA contacts her."
103. The Thicket,"When a bounty hunter and a band of unlikely heroes pursue a brutal killer, they find themselves in a deadly no-man's-land known as The Thicket."
104. The Deb,An original comedy musical about two teenage girls attending a debutante ball in a small rural town.
105. No Chains No Masters,"Massamba and his daughter Mati, slaves on Eugène Larcenet's plantation, hatch a daring plan to escape slavery, braving numerous obstacles in their pursuit of freedom."
106. Kiskisan,"Steamy tale of love, lust, and betrayal. When Adele's sister Bea returns with her girlfriend Cheska, a secret affair begins between Cheska and Adele's boyfriend, Rener, leading to a climactic ending when they're caught."
107. Vermiglio,"1944, Vermiglio, a remote mountain village. The arrival of Pietro, a deserter, into the family of the local teacher, and his love for the teacher's eldest daughter, will change the course of everyone's life."
108. Ghost Killer,"After being possessed by the ghost of vengeful hit man Kudo, college student Fumika Matsuoka agrees to help him finish his quest for vengeance from beyond the grave."
109. Dead Money,Professional poker player Andy and his girlfriend Chloe are involved in a crazy 24 hours after a home poker game is robbed. Andy ends up playing the largest poker game of his life as both of their lives are in danger.
110. Shook,"After a run-in with his estranged father, an aspiring writer learns a secret that will force him to balance family, love, and success while navigating the divide between the exciting city life he wants and his suburban reality."
111. Overlord: The Sacred Kingdom,"Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor Jaldabaoth."
112. Witchy Ways,"Retreating to a cabin her late mother believed was magical, a skeptical Eve meets Danni, a witch whose secrets challenge Eve's logic. As romance sparks, supernatural secrets and a vengeful neighbor threaten everything Danni holds dear."
113. Given 3: To the Sea,"The final installment of the Given series, Given 3 takes place after the events of Hiiragi Mix and focuses on the continuing relationships between the core characters."
114. A True Gentleman,It follows a gigolo as he falls in love with a young girl.
115. The Fire Inside,Claressa Shields becomes the first American woman to win a gold medal only to learn that not all dreams are created equal.
116. El 47,"Inspired on the true story of Manolo Vital, a bus driver who helped create the modern Barcelona during the 1970s city's boom."
117. Went Up the Hill,"Jack ventures to remote New Zealand for the funeral of his estranged mother and meets her widow Jill. But his mother's spirit returns to inhabit each of their bodies, instigating a life-threatening three-way nocturnal dance."
118. Sharp Corner,A dedicated family man becomes obsessed with saving the lives of the car accident victims on the sharp corner in front of his house - an obsession that could cost him everything.
119. Addition,"A woman counts everything because numbers hold her world together, but when a chance encounter with a man turns her world upside down, her meticulously ordered life starts to unravel."
120. The New Year That Never Came,"On the brink of revolution in 1989 Romania, six lives intersect amid protests and personal struggles, leading to the explosive fall of Ceausescu and the communist regime."
121. Legend of the White Dragon,"In the Aftermath, the city was left decimated. A past reminder of the great battle and fall of heroes. The heroes were blamed, stripped of their titles and hunted."
122. Beezel,"Over 60 years, three guests of a cursed home discover an eternal witch who lives beneath it with an insatiable thirst for living souls."
123. Classified,A career CIA hitman who's been solely using the classified section of various newspapers to receive his orders suddenly discovers that his division's actually been shut down for years.
124. Diva Futura,"In 1980s-1990s Italy, Riccardo Schicchi's agency Diva Futura turns free love into porn, making stars of Ilona Staller, Moana Pozzi and others. Their fame leads to Cicciolina's election and Pozzi's mayoral run."
125. Paluwagan,"In a province where most housewives are deprived of intimacy by their busy husbands, a new savings cooperative is introduced by a merchant. The salary to claim: cash or a night with a mysterious man. The women surely know what to choose."
126. The Last Republican,"In the wake of the January 6 Capitol riot, Republican Congressman Adam Kinzinger, a fan of Hollywood director Steve Pink's film Hot Tub Time Machine, teams up with Pink to shed light on the events and hold those responsible accountable."
127. The Curse of the Necklace,Family navigates turbulent 1960s dynamics. Mom separates from alcoholic husband. Daughters grapple with changes. Dad's antique gift hides dark force that imperils all.
128. Getting Lost,"A documentary revisiting the global television phenomenon Lost. Featuring interviews with the cast and crew, as well as members of the loyal fan base who still celebrate the show twenty years after it originally aired."
129. Grand Maison Paris,"Famous Japanese chef Obana opens a restaurant in Paris, seeking third Michelin star. Faces challenges as outsider, sourcing ingredients. Tensions rise with staff over ambitious menu."
130. On Falling,"The story focuses on Aurora, a Portuguese worker in a Scottish warehouse, navigating loneliness and alienation in an algorithm-driven gig economy as she seeks meaning and connection amidst solitude and workplace confines."
131. Unit 234,"After the shocking discovery of an unconscious man in a locked unit, the lone employee of a remote storage facility must fight to survive the night against a ruthless gang, dead set on retrieving their precious cargo - at any cost."
132. Officer Black Belt,A talented martial artist who can't walk past a person in need unites with a probation officer to fight and prevent crime as a martial arts officer.
133. Like Tears in Rain,"Actor Rutger Hauer was private, letting few into his inner circle. His goddaughter, director Sanna Fabery de Jonge, explores his life and reveals a man more fascinating than his screen roles."
134. Mistress Dispeller,A Chinese woman hires someone to secretly end her husband's extramarital relationship in an attempt to save her marriage.
135. Pavements,"Documentary about the American indie band Pavement, which combines scripts with documentary images of the band and a musical mise-en-scene composed of songs from their discography."
136. Get Away,A family's vacation to a remote getaway takes an unexpected turn when they discover the island they're on is inhabited by a serial killer.
137. Faith of Angels,A stranger receives mysterious callings compelling him to search for a boy lost in an abandoned mine.
138. Silver Star,"Billie, a young African American woman recently released from prison, kidnaps a pregnant teenager during a failed bank robbery. With nothing left to lose, they set off on a journey together."
139. Hide N Seek,"Vaishnavi, a determined investigator, discovers a disturbing link between multiple murders, taking her on a dangerous quest to unveil a dark conspiracy in this gripping Indian crime drama."
140. The Red Virgin,"Hildegart Rodríguez, a precocious and prolific writer in Spain's 1930s, raised by her mother to become a model of future women."
141. Dream Story,"High-society couple's marriage is tested when the husband discovers a secret erotic society and attends a masked ball, ignoring warnings of potential consequences, after his wife admits having fantasies about another man."
142. God's Not Dead: In God We Trust,"Amid political and spiritual turmoil, Reverend David Hill steps up to run for Congress. Opponent Peter Kane, aims to erase religion from policy, and the fight becomes a beacon of hope for people seeking moral leadership in a divided world."
143. April,"Nina, an OB-GYN, faces accusations after a newborn's death. Her life undergoes scrutiny during the investigation. She persists in her medical duties, determined to provide care others hesitate to offer, despite risks."
144. Little Bites,"In a desperate attempt to protect her ten-year-old daughter, a young widow allows a nightmarish monster to slowly eat her alive."
145. Above the Knee,"Amir has a secret. He's tormented by visions of his leg rotting and longs to cut it off, convinced it doesn't belong to him. So, he devises a plan - one that will drag everyone around him into his relentless quest for a dark redemption."
146. Space Cowboy,"Joe Jennings, a pioneer of skydiving cinematography, looks back on creating iconic moments in film and television, while he tries to turn a dreamlike vision into reality."
147. What Happened to Dorothy Bell?,"Ozzie Gray video documents her investigation into the traumatic events from her early childhood, which involved her late grandmother, Dorothy Bell."
148. A Beautiful Imperfection,"The passionate story of the life and love of Lucia, a renowned veiled courtesan who is the exception to the rule."
149. Seeds,"A Mohawk woman is hired as a social media influencer but gets caught in a deadly cat-and-mouse game, as she's forced to go to war to preserve her people's heritage from corporate interests."
150. Seeking Haven for Mr. Rambo,"On a quest to save Rambo, his dog and best friend; Hassan is forced to confront the fears of his past and rediscovers himself."
151. The Quintessential Quintuplets Specials 2,"Futaro and quintuplet wives plan Hawaii honeymoon trip. Despite achieving dreams, they face worries. During preparations, incident causes panic."
152. Between Borders,"The incredible true story of an Armenian family forced to flee their home during the collapse of the Soviet Union, and embark on a journey to find a community to call their own."
153. Broken Rage,Director Takeshi Kitano presents a two-part film: a serious yakuza action and a self-parodying comedy of the same story.
154. Binny and Family,Rebellious teenage Binny and her conservative grandfather from Bihar connect after a dramatic incident. Can the contrasting personalities bridge generational gaps and impact each other's lives?
155. Daniela Forever,Follows a man as he joins a sleep trial that allows him to rebuild his life with his girlfriend who died in an accident through the use of lucid dreams.
156. 35-Chinna Katha Kaadu,"Revolves around a young mother facing challenges when her son fails to secure passing marks, igniting events that test the family's resilience and unity."
157. A Missing Part,"Every day, Jay travels the length and breadth of Tokyo in his taxi, looking for his daughter Lily. In the 9 years since he has separated from his wife, he has never been able to get custody of his daughter. Having given up hope of ever seeing her again, he is about to move back to France when Lily hops in his cab. But she doesn't recognize him."
158. The Volunteers: The Battle of Life and Death,"It tells the story of the third to fifth battles in the War to Resist U.S. Aggression and Aid Korea, among which Battle of Cheorwon will be the highlight. Li Xiang , Fu Chongbi, Cai Changyuan from 63rd Army and others will come on Stage."
159. Ramón y Ramón,"After receiving the ashes of his father, with whom he had a distant relationship, Ramón meets Mateo during confinement. Despite their differences, a deep connection emerges. Mateo decides to accompany Ramón on a trip to scatter the ashes."
160. Fear Cabin: The Last Weekend of Summer,Six friends' end-of-summer cabin party turns deadly when they discover they're not alone in the woods. Their weekend of drinking and fun becomes a fight for survival with an unwanted visitor.
161. Silent Bite,"A gang of bank robbers take shelter in a motel after a Christmas Eve bank heist, unbeknownst to them they are not the most dangerous thing seeking refuge on this cold Christmas night."
162. The American Backyard,"A troubled young man falls for an American military auxiliary after a single glance. A year later, he moves to the American Midwest to write his novel, next to the auxiliary's elderly mother's house, separated by a grim garden."
163. Saba,"Divided views on end-of-life care strain a mother-daughter bond, reflecting opposing perspectives within a complex relationship."
164. De wilde Noordzee,Flora and fauna in the North Sea; a spectacular underwater world unknown to most.
165. Laura,"Laura, a talented influencer and beloved friend to many, struggles as she becomes paralyzed due to a horrific accident caused by her lover, Jojo."
166. Devara Part 1,"A mighty sea warrior takes a violent stand against the criminal deeds of his village. Years later, his mild-mannered son walks a path of his own."
167. The Greatest of All Time,"Gandhi is a hostage negotiator, field agent, and spy working for the Special Anti-Terrorist Squad (SATS). After years of service, he is called back for a critical mission that sets him on a dangerous collision course with his own past."
168. Lembayung,Pica and Arum were still doing practical field work (PFW) at that time. They underwent PFW at the dental clinic in a small hospital in Central Java.
169. Uhaw,A wife learns that her husband who's in coma had an affair. She confronts the other woman but instead finds solace in her. She then realizes she's falling for her husband's mistress.
170. Scurry,"Two strangers who find themselves trapped underground when the city is attacked by a monstrous threat. Badly injured with limited resources they must navigate a treacherous, narrowing tunnel in hopes of finding an exit."
171. No Voltees,"When two siblings return to their childhood home, they are confronted by a violent, supernatural presence that dwells deep within their worst traumas."
172. Runt,"Follows ten-year-old Annie and Runt, her stray dog, as they attempt to win the Agility Course Championship at the Krumpets Dog Show in London in order to save their family's farm from drought and misery."
173. Love Game,"During an innocent game at an annual Valborg dinner, the hostess discovers that her husband is cheating on her with one of the friends. The incident affects the lives of all the guests. Old relationships are changed and new ones are begun."
174. Blade of Fury,"Knife catcher Pei Xing originally exchanged his life for money as bounty hunter, but after witnessing the killing of people who stood up for justice, he gradually awakened and decided to fight back."
175. Drive Back Home,"In 1970, a gruff New Brunswick plumber travels to Toronto to bail out his estranged gay brother jailed for public indecency. Reluctantly driving home together per their mother's wish, their tense reunion tests their sibling bond."
176. Held Hostage in My House,A single mother becomes trapped inside her own vacation rental and must piece together clues from the various guests who have stayed there in order to figure out who assaulted her and hopefully survive.
177. Modi: Three Days on the Wing of Madness,"Through the streets of World War I Paris, Italian bohemian artist Modigliani attempts to outmaneuver bombs, policemen, girlfriends, and critics in a increasingly desperate search of a home for his art."
178. Sunshine,"It follows a young gymnast who discovers she is pregnant on the week of the national team tryouts. On her way to a seller of illegal abortion drugs, she meets a mysterious girl who eerily talks and thinks like her."
179. Men of War,"A former U.S. Green Beret fails spectacularly in attempting to remove Venezuela's president and after the mission fails, he is forced to to confront justice for his acts."
180. Ardaas Sarbat De Bhalle Di,"Gurmukh Singh and diverse individuals embark on a pilgrimage to Sri Hazur Sahib, and during their bus journey, their personal prayers become a shared Ardaas."
181. Winter in Sokcho,"A young Korean girl's life takes an unexpected turn when a French artist visits her country, disrupting her routine."
182. Mr. Crocket,A mother embarks on a perilous quest to rescue her son from a demonic children's show host who is kidnapping kids.
183. Sweet Angel Baby,Follows an unassuming Newfoundland woman whose online persona strains her community relationships after its exposure.
184. Nutcrackers,"In the most unlikely of places, four siblings find a loving shelter in an unexpected turn of circumstances. This endearing comedy-drama draws inspiration from actual events and deftly crafts a gripping story that unites everyone."
185. Am I Racist?,"A man investigates diversity, equity and inclusion practices, revealing absurdities through hidden social experiments."
186. Cheat,"Zoe's deteriorating marriage leaves her feeling isolated and longing for connection in the aftermath of a personal trauma. To escape loneliness, she blindly stumbles into a passionate affair, which ultimately leads her down a deadly path."
187. Maldoror,"Two girls vanish. Police recruit Paul Chartier joins a covert unit tracking a sex offender. After the operation falters, Chartier pursues the perpetrators independently, disillusioned with legal constraints."
188. A.R.M,"Set in the Northern Kerala in 1900, 1950 and 1990, three generations of heroes, Maniyan, Kunjikelu and Ajayan, try to protect the most important treasure of the land."
189. House of Spoils,"It tells the story of a chef who opens her first restaurant where she battles kitchen chaos, a dubious investor and self doubt, but the pressure heats up thanks to the spirit of the estate's previous owner who threatens to sabotage her."
190. Special Needs Revolt!,"In a future dystopia, a man with Down syndrome joins a rebellion against America's cruel dictator who has put all people with disabilities back into institutions."
191. In Her Place,"Chile, 1955. The case of María Carolina Geel, a popular writer who murders her lover, captivates Mercedes, a shy secretary working for the judge assigned to defend the accused."
192. Cup,"The story of a sixteen-year-old boy, a badminton player from a village named Vellathooval in Idukki, who dreams of the Olympics."
193. Heavier Trip,"Impaled Rektum, a band, is in jail but must escape when the guitarist's father falls ill and their family home/business faces demolition. They receive an offer to play a major festival but decline due to being imprisoned and unprepared."
194. Wynonna Earp: Vengeance,Wynonna Earp is coming home to battle her greatest foe yet: a psychotic seductress hellbent on revenge against her...and everyone she loves.
195. A Good Man 2,"Trying to start a better life, a man after leaving a trail of his past finds a woman that's no better than the last one he left and pays the ultimate price"
196. Escape,"A young man who wants to live in prison and will do whatever it takes to get there, raising questions such as if those who care about him will get to stop him from committing increasingly serious crimes."
197. The Last Redemption,"Epic quest pits fearless outlaw Diana and knight Tyrion against villainous Lord Roland for kingdom's survival. They unite to defeat Roland, save princess, and restore peace after uncovering truths about rebellion and kingdom's fate."
198. Throuple,"Ysay and Hannah, who were in a Throuple relationship, find themselves searching for a new partner after losing their boyfriend. Will they find the perfect third piece?"
199. Without Blood,"A parable-like tale exploring themes of family, war, and revenge."
200. B.O.Y.: Bruises of Yesterday,"A 16-year-old boy who spends the summer with his grandparents falls in love with an older young man, but when tragedy strikes he falls into a dark hole of self-harm, lust, and loneliness."
201. Road Diary: Bruce Springsteen and the E Street Band,"Bruce Springsteen and E Street Band showcase the process of creating their live performances, sharing footage from band rehearsals, behind-the-scenes moments, rare clips, and personal reflections from Springsteen himself."
