Movie_Name,Storyline
91. The Intruder,"A young, paranoid man begins to believe someone is breaking into his house every night."
92. Butchers Book Two: Raghorn,A car accident leaves the victims in the hands of brutal cannibals who plan to hack them up for meat.
93. Ashes,"A wealthy, married woman falling in love with a mysterious carpenter, which will lead to many conflicts."
94. DarkGame,"A determined detective is in a race against time to stop a twisted game show on the dark web, where captives are forced to compete for their lives."
95. The Bad Shepherd,A group of friends on a hunting trip accidentally run over a woman carrying a bag of money. Their loyalty is put to the test when a strange man comes knocking.
96. Shambhala,"In a Himalayan polyandrous village, pregnant Pema faces scrutiny as her husband vanishes. With her monk brother-in-law, her de facto spouse, she seeks him in the wild, unraveling her own self-discovery along the journey."
97. Hatiran Yeter,"The story starts from the fact that the world is a silent place for the hearing-impaired Baha. However, his life changes when he meets someone with a similar condition named Leyla. Leyla opens a way for Baha to rediscover the world, and this love turns into Baha's greatest challenge."
98. Autumn and the Black Jaguar,"After years in New York City, 14-year-old Autumn returns to the Amazon rainforest to save her childhood village and beloved jaguar friend."
99. Takas,"Best friends, Angel and Lexi, run away after committing a crime. Their seemingly quiet life becomes messy when a new man enters the picture."
100. Siddharth Roy,"Siddharth Roy Embraces logic and reason but is overwhelmed by emotions, resulting in heartache and inner turmoil."
101. Cocorico,"The daughter of the Bouvier-Sauvage family of aristocrats is in love with the son of a Peugeot dealer. When the children announce their marriage, the aristocratic family does not agree."
102. Stranger in the Woods,"Follows Olivia and her friends as they go on a vacation. After Olivia nearly drowns with a slit wrist in her bathtub after her fiancé's funeral, her friends suspect that she tried to kill herself, but she believes someone attacked her."
103. Salitan,A wife suspects her husband of infidelity during a trip to Bali. She meets an attractive stranger who stirs unfaithful feelings within her. She contemplates encouraging her husband's unfaithfulness to reduce her guilt.
104. Hamlet,"Shakespeare's timeless story of revenge is reimagined as a modern psychological thriller. The classic tragedy transcends the stage through a unique, contemporary lens."
105. Kabit,"Laura accepts the role in this play to rebel against her mother. The director pushes her to bring out her vulnerability and anger, hoping they will show these emotions on stage."
106. We Are Wolves,"When Fenix, a lost soul craving something more, tries to re-join her chosen family, to prove her worth, she must play some very dangerous games."
107. Bosco,"Based on the story of Quawntay 'Bosco"" Adams, sentenced to 35 years for attempted possession of marijuana. With the help of a woman from a lonely-hearts ad, he escapes to see his daughter but is forced to take responsibility for his past."
108. C Takimi,
109. Oye Bhole Oye,"Bhola's quest for work in the city leads him to Aveera, a rich woman drawn to his simple life. But their romance faces trouble when Bhola must save his village."
110. Cat and Dog,"When a cat and a dog escape their cages in the airport, their owners must work together to recover their prized pets."
111. Eagle,A journalist uncovers the story of a ruthless assassin when she investigates a government cover up.
112. The Long Game,"Ambitious young actress Holly Sloan agrees to help her boyfriend Richard Metzger scam Hollywood legend Mariah McKay, but the two women strike up an unlikely friendship instead. Soon Holly must decide where her true loyalties lie."
113. Matt and Mara,"A young professor struggles in her marriage, only to meet Matt, a man from her past who wanders onto her university campus."
114. Andrea Gets a Divorce,"A policewoman wants a divorce and city job promotion but after hitting her drunk husband with her car in an accidental collision, she flees the scene, committing a hit-and-run."
115. Eye for an Eye 2,"A blind swordsman reluctantly mentors an orphan seeking vengeance for his destroyed family, teaching him martial arts skills. The orphan waits for an opportunity to avenge his kin."
116. Life of Belle,"In 2018, Annabelle Starnes went missing. York County police released surveillance footage of the home in hopes of new leads."
117. Cellphone,"Wynne, who is suffering PTSD from the death of her fiancé, starts seeing disturbing images on her cell phone about her future. If she doesn't figure them out in time, she will die."
118. Silence of the Prey,"In a desperate bid to secure a future for her child, an undocumented immigrant mother takes a caretaker job. Unbeknownst to her, the elderly man conceals a horrifying truth."
119. Munkar,An oddity that caused unrest at an Islamic boarding school occurred since one of the female students returned.
120. Siren,"An ambulance driver turned criminal eagerly awaits his release from prison, but it takes 14 years."
121. Still Fabulous,"Stuck in a dead-end career and on a string of terrible dates, the life of 30-something Maddalena is a total mess. Until one day she meets an unlikely guardian angel that comes to her in the form of real-life porn star Valentina Nappi."
122. Scorched Earth,"Twelve years after he fled, career criminal Trojan returns to Berlin. A valuable painting is set to be stolen in the city. But the meticulously planned heist soon runs out of control."
123. When You Were Not Here,
124. Salisihan,"When a childless couple lets a pregnant woman inside their home, temptation starts to shake their once peaceful life."
125. Who by Fire,"Seventeen-year-old Jeff stays at film director Blake Cadieux's wilderness lodge after being invited by friend Max's family. When strange events occur, Jeff suspects something is amiss with the director and his retreat."
126. A Family Affair,Owners of a spiritual retreat risk losing property. Auction interrupts anniversary event. Misunderstandings with younger date and buyers occur. Family conflicts arise as they try to prevent foreclosure.
127. Gloria!,"In 1800, at a girls' school in Venice, isolated and supposedly mute domestic servant Teresa discovers the joy that music can bring, teaming up with a group of talented girls."
128. Adam the First,"Adam sets out on a cross country adventure to track down a series of men who could be his estranged father, each one with a different life that could become his own."
129. They Called Him Mostly Harmless,"A hiker found dead in Florida wilderness is identified by internet sleuths after 2 years. His identity triggers more questions as multiple hikers claim to have met him, but he never revealed his name."
130. Memories of a Burning Body,"Ana, Patricia and Mayela grow up when sexuality is taboo. Now channeled as one 65-year-old, the protagonist revisits intertwined memories, secrets and desires, giving voice to unspoken past experiences."
131. Agak Laen,"An old man dies in a failing haunted house ride. The operators bury his body on site, turning it into a popular attraction."
132. A Hip Hop Story,A pioneer of the culture joins forces with a few of rap music's elite performers to attempt to save hip hop.
133. Kurinji,"A forest-dwelling community sustains itself through root carving artistry and agriculture, their daily rhythms shaped by the natural world around them."
134. Vadakkupatti Ramasamy,"A selfish, money-minded charlatan makes a living off his fellow villagers using their superstitious beliefs. When his major source of income is shut down, he tries numerous ways to reopen the temple."
135. Frankenstein: Legacy,"England, 1875. A century after Victor Frankenstein's doomed experiment, his journals have traded hands for decades."
136. Einstein and the Bomb,"What happened after Einstein fled Nazi Germany? Using archival footage and his own words, this docudrama dives into the mind of a tortured genius."
137. Camp Pleasant Lake,"A couple breathes life into a new camp on an old campsite, connecting them to a chilling past that unravels a 20-year-old mystery involving a missing young girl. As eerie events unfold, they must confront forces tied to a brutal crime."
138. National Theatre Live: Vanya,"Andrew Scott brings multiple characters to life in Chekhov's Uncle Vanya, filmed live in West End, London. Hopes, dreams, and regrets are thrust into sharp focus in this one-man adaptation which explores the complexities of human emotions."
139. Viva La Vida,"A young woman who needs a kidney transplant wants to marry someone who will be able to donate a kidney, and meets a young man who has a brain disease."
140. The Sleeping Woman,"Ana, a nursing assistant, begins to feel attracted to Agustín, the husband of a woman in a coma whom she cares for. She then begins to be harassed by strange phenomena who want to throw her out of the house and separate her from Agustín."
141. Once in a Valentine,"After falling for a man who proposes quickly, a woman learns he's the stranger who assaulted her years ago, upending her future."
142. The Undertaker's Wife,"Four years after losing their son in a drunk driving accident, Jack and Sarah Davis move into an historic funeral home in the deep south to start a new life."
143. Devil,"Hema married to Alex meets Arun in accident, bond grows. Will Proximity causes strain on Hema's relationship with Alex."
144. Crakk: Jeetega... Toh Jiyegaa,The journey of a man from the slums of Mumbai to the world of underground extreme sports.
145. Taken from Rio Bravo,"In 1874 Texas, two friends and an Indian scout rescue kidnapped women from sadistic traffickers near the Mexican border."
146. Father-in-law and Son-in-law,"A faded actor and struggling singer seek investors in their hometown. When both ventures fail, the actor moves in with his mentally declining father-in-law, leading to chaotic but touching moments as they navigate life together."
147. Dashmi,Dashmi sheds light on the sensitive issue of multiple rapes plaguing our society.
148. Article 20,"A prosecutor on his last case deals with a colleague to exonerate a suspect, making the law just."
149. Altered Reality,"Oliver's life transforms when gifted a not-yet-existing miracle drug. Riches, unscrupulous pacts, and morphing of past and present create this 'Altered Reality, ' a gripping tale of redemption and choices."
150. A Traveler's Needs,"Iris, a self-proclaimed teacher, gives French lessons in Seoul. Her encounters with Koreans lead to poetic and introspective exchanges."
151. The Keepers of the 5 Kingdoms,A grandfather and curio shop owner in a small town in Arizona and his granddaughter are transported to a mystical land through a portal stone and have to find their way back.
152. Therapy,
153. Blue Lights,"Alejandro's 70th birthday unveils tensions and secrets within his gay/lesbian friend circle. Relationships evolve as truths about love, loss, and societal shifts emerge, exploring complexities that bind people together."
154. God & Country,"Looks at the implications of Christian Nationalism and how it distorts not only the constitutional republic, but Christianity itself."
155. Anyone But Her,"Close friends face a challenge when one announces marriage, leading to plans to disrupt the wedding."
156. Panda Bear in Africa,"A panda travels from China to Africa, facing hippos, hyenas, gorillas. He rescues his kidnapped dragon friend, makes new friends, and protects their jungle home."
157. Paranoia,"Lulu ends up in the hospital, and sees a girl crying for help. When Lulu awakes, the girl is gone. But from here everything changes in Lulu's life. It's like someone or something is following her."
158. The Grey Men,"Hong Kong police officer Ah Shan goes undercover in prison to gain the trust of criminal Tian, in order to seek evidence against his gang. After their release from jail, Shan helps Tian rise within the gang and become the new boss. However, just as Shan successfully cracks down on the gang, he uncovers a shocking secret about Tian."
159. Electra,A journalist and his female companion travel to interview a famous musician in Rome where a generous invite to a country estate becomes something much more than anyone expected.
160. Los pequeños amores,"Teresa, 42, changes her vacation plans to spend the summer with her mother, Ani. The forced coexistence of living together after so many years brings tension as well as revealing moments for the two women accustomed to living alone."
161. Jorgovani,"Comic satire of Balkan film industry that shines light on questionable relationships, unstable personalities and the thin line between fulfillment and sucess."
162. Khadari,"Guru is a 23-year-old wrestling champion in college. Amrit, 22, captains the kho-kho team and loves Guru until learning of his history, angering her. Can she get past it?"
163. Sieger Sein,"Mona, a Syrian refugee in Berlin, joins a competitive girls' football team where she learns the value of teamwork for success."
164. Last Swim,"On A-level results day, an ambitious Iranian-British teen in London grapples with a major life decision while hanging out with friends across the city."
165. Suspended Time,"During COVID-19 lockdown in 2020, two married couples quarantine together in a country house, leading to rising tensions and revelations about their relationships."
166. Demise,"A scorned wife plots a vengeful, devious path to motherhood and redemption after her husband abandons her for his pregnant mistress."
167. History of Evil,A family on the run from a corrupt state takes refuge in a safe house with an evil past.
168. Season of Love,"Sirin and Ali Yaman's adventure, which started in Bozcaada at a young age, becomes inextricable as the years progress. The seasons of love that they both feel at different moments never occur at the same time."
169. All Shall Be Well,"Angie and Pat have been together for over four decades but after Pat's unexpected death, Angie finds herself at the mercy of Pat's family as she struggles to retain her dignity and the home that both had shared for over thirty years."
170. Warning 2,"Geja fails to assassinate Pamma and ends up in the same jail, where he's intent on finishing the job. A merciless cop's plan to transfer the dangerous prisoners escalates the situation."
171. Shakhahaari,Centers on the unexpected intertwining of innocent lives leading to a murder mystery in a vegetarian restaurant run by Chef Subbanna.
172. Dernière soirée,"During a graduation party, four teenagers are confronted with their angst. They find themselves locked up, they wonder if it might be their last night."
173. Lal Salaam,"A reckless townsman tries to mend his thug ways ends up resurrecting himself and proves to be worthy of the world, in the eyes of the same people who chased him away."
174. The Stepdaughter,"A teen moves in with birth father and new family, planning revenge on stepmom. Seeking retribution for mom and grandma's deaths, she aims to get close to dad and remove obstacles."
175. Andromeda 2,"Following the events of Andromeda, Aiden Crawford returns to Earth to re-write the fabric of time and save the planet from destruction."
176. Ranam Aram Thavarel,"After nurse's suspicious death, a crime writer gets embroiled in a web of serial killings tied to antagonistic forces."
177. Black Tea,"After saying ""no"" on her wedding day, Joice leaves the Ivory Coast to start a new life in Guangzhou, China."
178. Sleep with Your Eyes Open,"Kai arrives from Taiwan for a holiday where she meets Fu Ang who later vanishes. Searching for him, Kai learns of Xiaoxin and Chinese workers in a skyscraper whose story mirrors hers. Over a hot, slow summer, bonds develop between them."
179. Books & Drinks,"David travels to Dominican Republic to sell a house he has inherited from the father he never knew. There he will meet Maria, who is going to turn his life upside down."
180. My Stolen Planet,"Farah, an Iranian woman, is forced to migrate to her private planet to be free. She buys other people's memories in the form of Super 8 films and records and archives her own to create an alternative history of Iran."
181. KTM,Karthik seeks love through several attempts. Will he find his destined partner or face continued failure?
182. Hunt the Wicked,"A detective and criminal mastermind clash in a dark city's underworld. Police and criminals converge as secrets unfold, leading to deadly confrontations. Both sides face crucial choices in the battle between law and crime."
183. Seven Seas Seven Hills,"Caught between family duty and romantic love, a young man faces an impossible choice."
184. When in Rome,"To celebrate a lifelong marriage, Gerda and Kristoffer travel to Rome to relive the city where Gerda was once an aspiring art student. When they run into her former teacher and lover Johannes, Gerda is reminded of the life she used to live, and Kristoffer is sidelined while Gerda wanders the streets of the Eternal City in search of her long-lost youth."
185. All the Long Nights,"Misa, battling PMS and stigma, starts anew at Kurita Optics. Amidst work and sweets, she meets Takatoshi. Despite his quiet demeanor and struggle with panic attacks, a deep bond forms."
186. Veselka: The Rainbow on the Corner at the Center of the World,"As the second generation owner of New York's beloved Ukrainian restaurant Veselka reluctantly retires after 54 years, his son Jason faces the pressure of stepping into his father's shoes as the war in Ukraine impacts his family and staff."
187. Mukhya Gamanika,"A young constable stumbles into a deadly maze. The tragic murder of his father, coinciding with the disappearance of a husband, ignites a chase for the truth, forcing him to confront hidden dangers and protect what's dear."
188. Luottomies-elokuva: All In,Tommi and Juhis come across the harsh realities of the crypto world.
189. A Nashville Wish,A country singer falls for the girl of his dreams and has to choose between love and his dreams of stardom in Nashville.
190. Romeo è Giulietta,"A young actress gets rudely turned down for the role as Juliet by a famous director, who's star is waning. She returns in disguise to audition as Romeo just to show him how good she really is and is cast for the role. Classic and fun shakespearian gender role confusion all in Rome."
191. Global Harmony,"It dives deep into the world of high-stakes journalism and global justice. Award-winning journalist Richard Foster abandons his family's lucrative business empire to create the Global Harmony Foundation, a beacon for equality and unification. As Foster and his dedicated team gear up for an unprecedented global conference, their mission is jeopardized by a formidable crime ring with its own sinister agenda. Tensions escalate as ideals clash with dark realities, moral dilemmas, and unexpected twists."
192. Boonie Bears: Time Twist,"When Vick gets a chance to start his life again as a logger, he must save his friends by embarking on an adventure through time and space."
193. Videotheque,"Fleeing the police, a small-time thief hides in an abandoned video store. Stuck for the night he decides to play three strange films."
194. Kill Me If You Dare,A winning lottery ticket has grave consequences for a married couple when they start hatching plans to kill each other for the prize money.
195. The White Mountain,"Follow elite heli-rescuer Bastien and female extreme skier, Hadley as they confront personal challenges on and off one of the world's most iconic mountains, exploring risk, resilience, and our bond with nature amid climate change."
196. Pee Nak 4,"Three friends find themselves at an old temple located on the outskirts of the city. However, this temple harbours a terrifying legend: anyone who wishes to be ordained as a monk there is cursed."
197. Langue Étrangère,"Fanny is 17 and still looking for herself. She struggles to make friends. When she goes to Germany, she meets pen pal Lena, who dreams of getting involved politically. Fanny is troubled. To please Lena, she is ready to do anything."
198. The Adamant Girl,"Meena, who loves a man from a lower caste but her family thinks she is possessed and cast the spell out of her."
199. I Am Not Big Bird,"Luis Carpio's life in Bangkok is disrupted when he's mistaken for adult film star Big Bird. Unable to convince others of the mix-up, Luis gets caught up in Big Bird's shady affairs."
200. Giannis: The Marvelous Journey,"The story of Giannis Antetokounmpo, global NBA superstar, from the streets of Athens to becoming an NBA champion and two-time league MVP."
201. Girl Meets Boy,"Lucy and George ended a long relationship. Now, she's dating a coworker and he's dating an old school sweetheart. Will they have a happy ending?"
202. Erdal and Ece,The story of a married couple who experience funny conflicts in their relationship.
203. Ninaivellam Neeyada,
204. Ondu Sarala Prema Kathe,"Athishay dreams of becoming a music director. Anu is kind-hearted. Athishay wants a woman matching his musical heartbeat. Anu seeks a genuine, selfless man. In a twist, they marry but continue seeking true love."
205. 76 Days Adrift,"After a whale hits his boat, Steven Callahan survives 76 days alone on a life raft crossing the Atlantic. His bestselling story ""Adrift"" comes alive through vintage footage, photos, and recreations."
206. The Rhythm and the Blues 2024,"Guitar blues legend Eddie Taylor is challenged by theft of his music, family drama, and British rockers appropriation while fighting to prove his genius before it fades away."
207. Life and Love,"A 1930s aspiring writer moves to the city and works as a maid for a printing house owner. Their whirlwind romance leads to marriage, but their relationship darkens against the backdrop of growing social unrest."
208. A Widow Seduced,"A career-driven widow falls for a charming businessman that she meets online, only to discover that her new beau has a deadly secret."
