Movie_Name,Storyline
65. Sunlight,"A hilariously dark and unconventional love story, following two people on the edge of life who find purpose and romance through an unlikely connection, escaping the darkness in search of some sunlight."
66. Switched at Death,It follows a a self-centered computer analyst as he moves into the retirement home of his wife's grandmother and uncovers an enterprise forcing him to save his friends and marriage without dying.
67. Peacock,"Matthias masters impersonating roles for hire: cultured boyfriend, perfect son, sparring partner. Professionally adept at pretending daily, his true challenge lies in being himself."
68. Believer,"A struggling writer finds herself at the center of the story she is covering when brutally attacked by a notorious cult leader and mass murderer, a man who exerts an inexplicable control over his followers."
69. The Ceremony,Two troubled migrant workers in a Bradford car wash are dragged into an escalating moral crisis as night falls.
70. Chain Reactions,"The Texas Chain Saw Massacre's impact on 5 artists - Patton Oswalt, Takashi Miike, Alexandra Heller-Nicholas, Stephen King, Karyn Kusama - through interviews, outtakes, exploring how it shaped their art, psyche from childhood trauma."
71. Butas,Witness how lives of four young people who have various sexual quirks and inhibitions intertwine as they live together in a snug boarding house.
72. Private Tutor,"Joy, a struggling teacher, tutors Erica. Erica's wealthy widower father Gordon and Erica develop feelings for Joy, who is dissatisfied with her partner Vigo's lack of support."
73. Riefenstahl,"Explores Leni Riefenstahl's artistic legacy and her complex ties to the Nazi regime, juxtaposing her self-portrayal with evidence suggesting awareness of the regime's atrocities."
74. The Air He Breathes,"Elizabeth and Tristan, who find solace and healing in each other's company after suffering devastating losses. As they navigate their grief and past traumas, they discover the power of love and second chances."
75. One to One: John & Yoko,"Set in 1972 New York, this documentary explores John and Yoko's world amid a turbulent era. Centered on the One to One charity concert for special needs children, it features unseen archives, home movies, and restored footage."
76. Quisling: The Final Days,Five years of occupation during WW2 ends in Norway. Vidkun Quisling is in prison for treason and is to be held accountable for his actions. Can a priest help him find peace of mind? Can the traitor with big thoughts about himself repent?
77. The Ring,"Arnon Noble is a religious man with a strong bond to his mother, a Holocaust survivor. When the mother's health deteriorates, he travels to her old hometown, Budapest to search for the mythological ring that saved her life in the past."
78. Martha,"The film covers the breadth of her extraordinary life through intimate interviews with Stewart herself, who opened up her personal archives to share never-before-seen photos, letters, and diary entries."
79. Meet the Barbarians,"Brittany's Town has unanimously decided to accept Ukrainian refugees in exchange for government subsidies. However, instead of seeing Ukrainians arrive, they now see Syrian migrants, which has caused some conflicts."
80. The Mouse Trap,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive."
81. Air Fryer Slaughter,An Evil Air Fryer claims victims in this Troma-inspired blood bath.
82. Vaazha: Biopic of a Billion Boys,"Four friends deemed 'losers' face immense pressure from parents and society upon entering adulthood. Their emotional tale sees them embark on a journey of self-discovery and acceptance, where love ultimately triumphs over judgment."
83. Crescent City,"A small town in the south is ravaged by a serial killer, with everyone being a suspect including the police."
84. In Waves and War,Highly decorated Navy SEAL Marcus Capone struggles with PTSD after returning from Afghanistan. His wife finds hope in psychedelic therapy. They embark on providing access to this treatment for other veterans battling mental health issues.
85. Toxic,"Dreaming of an escape from the bleakness of their hometown, two teens form a unique bond at a local modeling school, where the promise of a better life pushes girls to violate their bodies in increasingly extreme ways."
86. Out Come the Wolves,"At a cabin deep in the wilderness, a weekend of hunting turns to mayhem and a fight for survival when a pack of wolves attack a man, his female best friend and her fiance."
87. Baby Invasion,"An ultra-realistic, multiplayer FPS game follows a group of mercenaries using baby faces as avatars. Tasked with entering mansions of the rich and powerful, players must explore every rabbit hole before time runs out."
88. The Flood,Follows the last days of Louis XVI and Marie Antoinette before they were executed.
89. From Contract Lover to the Billionaire's Bride,Chloe's fiance Mason dumps her to marry wealthy Sophia. He frames Chloe's father for his crimes. Lawyer Ethan initially dislikes Chloe but they team up when he agrees to defend her father to protect his sister.
90. The Lockdown,"Siblings Charlie and Jack are trapped in Myanmar's toughest prison and accused of a crime they didn't commit. Forced into televised fights against other inmates, they must work together and fight for their freedom."
91. Micro Budget,"A comedy feature about an aspiring director who recklessly moves himself and his nine-months-pregnant actress wife from Iowa to LA to shoot a low-budget indie movie and sell it to a streamer for a ""f***-ton of money."""
92. Auron Mein Kahan Dum Tha,"After 20 years in prison, a man reunites with his lost love and the truth behind his crimes is revealed."
93. Protein,"A gym-obsessed serial killer murders and eats a local drug dealer for their protein, inadvertently sparking a brutal and bloodthirsty turf war between rival gangs."
94. To Kill a Wolf,"In a modern re-imagining of Little Red Riding Hood, a social pariah discovers a teenage runaway in the Oregon Wilderness and does his best to help her find a way home - a troubling exploration of trauma and redemption."
95. Ladybug,A young artist is stalked at his remote cabin by a killer who murdered his supernatural guest.
96. The Fourth Wall,"Georges, a politically committed stage director, has given up activism. But when Samuel, his best friend suffering from an incurable disease, urges him to pursue his crazy idea of staging Anouilh's Antigone to steal two hours of peace from the Lebanese war, Georges cannot refuse. In Beirut, George will rapidly discover the tense atmosphere and all the war conflicts between ethnic groups in the country. The play seems to be a glimmer of hope, even if the cloud of a raging war is upon them. How will the man who has only ever known revolt face the reality of the conflict? Will he be able to escape unscathed?"
97. The Firing Squad,Based on the true story of three Christian prisoners who face execution in a third world country and how their joy in Christ results in a stunning conclusion.
98. The House on Laura Anne Dr.,A young couple move to Florida for a fresh start only to realize their new home has something sinister lurking.
99. Ma famille chérie,"Estelle flees domestic violence to rejoin her mother prior to a family reunion. Together, they share emotions and memories."
100. The Honest Candidate,"A former idealist leader turned corrupt politician is cursed by his grandmother on the eve of the presidential elections, forcing him to be honest."
101. Miyazaki: Spirit of Nature,"A documentary exploring the life and influential works of Japanese animator Hayao Miyazaki, known for films like My Neighbor Totoro and Spirited Away, focusing on his passion for animation and advocacy for the natural world."
102. Solitude,"A famous social media survivalist is cast for a popular television series about surviving in solitude, but survival turns to despair when she discovers a supernatural entity's presence."
103. Year 10,"Following a catastrophic event that has destroyed civilization, a young man must confront a group of cannibals who have murdered his father and stolen the medicine keeping his girlfriend alive."
104. Duchess,"Follows a tough, working-class, petty criminal who morphs into an anti-heroine to be reckoned with in a murky underworld, in the treacherous world of diamond smuggling."
105. First Taste,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved."
106. Saripodhaa Sanivaaram,"In order to defend the innocent from a corrupt and brutal cop, a vigilante hero must work around his own self-imposed code of honor."
107. River of Blood,Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals.
108. Thaanara,"Anjali, the daughter of a former home minister, is unhappily married to Adarsh, an opposition MLA. Distrustful of her husband, she secretly monitors his activities with the help of a police officer named James."
109. Sunray: Fallen Soldier,"A war veteran calls on friends from his past to hunt down those responsible for the death of his daughter. Along the way, he learns more about himself than he anticipated as a violent crime syndicate unravels in his wake."
110. Mother Mara,"Mara's life is disrupted by the sudden death of her only son. Through a relationship with a younger man, she tries to face the loss and find a way to move on."
111. Hounds of War,"After a mission goes wrong, only one of a group of mercenaries is left alive to take revenge for his brothers."
112. Nawi: Dear Future Me,13-year-old Nawi finds out her father is selling her to a much older man for a herd of goats. Instead of obeying tradition she chooses to fight her impending marriage and embarks on a journey to reclaim her dream of joining high school.
113. Take My Hand,"At the peak of her career in London, an Australian woman is diagnosed with MS. After losing her job and the death of her husband, she moves home with her three sons, where a chance encounter with a childhood sweetheart changes her life."
114. Painter and Lampshade,"An artist meets a mysterious woman who becomes his model for his nude artwork. He then fantasizes making love to her; however, he always remembers her number one rule - she can't be touched."
115. Detained,"A woman wakes up in a police interrogation room with no memory of the night prior. However, something does not seem quite right in this police station."
116. Revolver,"An ex-police officer embarks on a single-minded goal upon leaving jail, after serving a sentence for crimes committed under dubious circumstances."
117. My Hero Academia: You're Next,"Deku, Bakugo, Todoroki and the rest of U.A. High Class 1-A must face off against Dark Might and the obscure crime organisation under his control, the Gollini Family."
118. Nova & Alice,Nova and Alice are two contrasting artists who are reluctantly forced to go on a joint tour by their manager. The clash is inevitable - both musically and personally.
119. The Clean Up Crew,"When a crime scene cleanup crew discovers a briefcase full of money, they are unwittingly sent into a battle with a ruthless and corrupt crime boss, mobsters, hitmen, and corrupt government agents who are hell-bent on getting it back."
120. Boot Camp,"Follows unathletic Whitney Carmichael, who signs up for an intense summer boot camp to reinvent herself and falls for her personal trainer. She then finds the strength to embrace her true self and ignore the others' expectations."
121. People in the Walls,Rachel is introduced to a viral craze of allowing people who living the walls out into the world. This ends up badly and when her parents don't believe her two kids from her school do as they attempt to fight back against these creatures.
122. Thangalaan,"Based on the true events that revolve around the lives of mine workers in the Kolar Gold Fields, Karnataka."
123. Teach Her,"A business student required to study Shakespeare lives out ""Hamlet"" without knowing it."
124. Khel Khel Mein,Revolves around a group of friends who gather for a dinner and end up revealing secrets about each other.
125. Dan Da Dan: First Encounter,Momo Ayase is a school girl who meets her classmate Ken Takakura (named after the actor). Their unlikely friendship will face them against ghosts and aliens in a series of dark and funny adventures.
126. White Snake: Afloat,"Xiaobai finally found Xu Xian, the reincarnation of Axuan, after 500 years, the two met on the Broken Bridge. Xiaobai and sister hid in the streets and alleys, started a lively life in human world with him and his brother-in-law Li Gongfu."
127. Vaazhai,"A twelve-year-old boy, Sivanandhan, his mother, sister, and friend navigate life's challenges, where a plantain tree, Vaazhai, becomes a central presence."
128. Ulajh,"The journey of a young IFS officer, belonging to a prominent family of patriots, who gets embroiled in a dangerous personal conspiracy while far from her home turf, at a career-defining post."
129. Conquer: Lahad Datu,"The Malaysian security forces in quelling the militant group of the Sulu Sultanate aka ""Operation Daulat"" in Lahad Datu, Sabah."
130. Pechi,Revolves around age-old practices such as black magic and witchcraft.
131. Mørkeland,"Ulrik Torp, once a fearless investigative journalist who is now tackling unemployment and a midlife crisis. He finds himself in the middle of a new political conspiracy."
132. Three Friends,"Joan's love fades for Victor while Alice reassures her about her own unfulfilling relationship with Eric. Unbeknownst to Alice, Eric is involved with Rebecca. Their lives spiral after Joan leaves Victor, who goes missing."
133. Bibi Rajni,"A true event-based thought, who always had faith in Waheguru (God). The Masterpiece, which is designed for people of all ages, is a complete family watch for those wanting to learn and know about Sikhism heritage. Plot by: Tejpal Pataria"
134. Daddysitter,"Mara, a student taking on an unusual ''daddysitter'' job. As she grows close to her wealthy, ill client, his estranged son's return complicates everything."
135. Phir Aayi Hasseen Dillruba,"While evading the cops in Agra, Rani and Rishu scheme to run away together. But when their plans go awry, Rani asks a mild-mannered admirer for help."
136. Footage,A found footage thriller surrounding the story of a curious couple.
137. The Last Front,"Amidst World War I's chaos, a grieving father turns hero, leading villagers to safety while evading a relentless enemy driven by vengeance."
138. Within the Pines,"As sound recordist Sam Evans treks through an isolated forest, his mic picks up a sound no one wants to hear while alone in the woods."
139. Kang Mak,"A man named Makmur returned from the battlefield. However, Makmur finds Sari, his wife, has died and become a ghost."
140. 12 to Midnight,"A detective, despondent after the murder of his wife and forced to resign, is brought back to the force when a serial killer appears to be taunting him and turns out to be superhuman."
141. Untamed Royals,"Follows a group of wealthy, privileged youths who use their high social status to get away with crimes, but their lavish lifestyle hides a dark truth where the most vulnerable people suffer the consequences of their actions."
142. Moon,"A former martial artist hired to train three wealthy Jordanian sisters finds her ""dream job"" turning unsettling as the isolated young women are under constant surveillance and show no interest in the sport. Why was she really hired?"
143. Nice Girls,"When Léo's brother Ludo is killed in Hamburg, despite orders she partners with German cop Mélanie to investigate. Unbeknownst to them, Nice faces a threat and they share an unknown connection."
144. And Mrs,"When a reluctant bride-to-be's fiance drops dead, she insists on marrying him anyway - vowing to overcome public opinion, the law of the land, and her loved one's objections."
145. The Witch: Revenge,"In the aftermath of the Russian invasion of Ukraine in February 2022, a witch from Konotop seeks revenge on the Russian soldiers who killed her fiancé."
146. Committee Kurrollu,"In a peaceful West Godavari village, the harmony of a close-knit friend group is disrupted when a disagreement leads to an unexpected fallout, impacting their lives and the tranquility of their community."
147. Broken Bird,"Sybil works at an undertakers. It's a lonely job, with few perks. So she takes solace where she can."
148. Backrider,"Faith is a private massage therapist. After a nasty break up with her gaming and crypto addicted boyfriend, she finds comfort in her rich, and seemingly kind client, but finds herself in a passionate and perilous situation."
149. The Neighbor,"Thriller about an innocent college boy and the woman who would introduce him to manhood. Alex meets his new sultry neighbor, Rose, who awakens his sexual desire and gives him his first sexual experience only to learn a trap awaits him."
150. Upstream,"Gao Zhilei's impulsive decision to become a stay-at-home husband leads to unforeseen challenges. As life takes a reverse turn, he's forced to face responsibilities as the family's breadwinner, ultimately finding himself and starting anew."
151. Mission: Cross,"In the ultimate test of marriage, an agent-turned-househusband gets tangled in a perilous mission with his detective wife, who's clueless about his past."
152. Demonte Colony 2,"A group of friends who return to a cursed location, driven by curiosity and the quest to uncover the truth behind the malevolent spirits that reside there."
153. Babezilla vs the Cyber Skanks: Rise of MechaBabezilla,Babezilla has met her match with MechaBabezilla and the Cyber Skanks. Now she must train with Master Beta to learn a new technique to defeat MechaBabezilla.
154. Nobu,"Nobu examines culinary legend Nobuyuki Matsuhisa's empire, offering an intimate portrait of a man who has redefined global gastronomy."
155. Virgínia e Adelaide,"The story of the friendship between the German psychoanalyst Adelheid Koch and the Brazilian Virgína Leone Bicudo, who would become the first non-doctor to be recognized as a psychoanalyst in Brazil."
156. Crayon Shin-chan: Our Dinosaur Diary,"After a theme park that revives extinct dinosaurs is opened in Tokyo, Shinnosuke's pet dog, Shiro, crosses paths with a small dinosaur. The two befriend each other, but their friendship might affect the existence of the park."
157. Ride Away,"Mathias takes his best friend Philippe on a bicycle road trip. Together they will retrace the journey that Youri, his son, had undertaken before tragically disappearing. An epic that they will experience with tenderness, humor and emotion."
158. The Paradise of Thorns,"Unmarried gay couple builds home, durian farm together. After one partner's accidental death, his family seizes assets due to lack of legal marriage recognition. Surviving partner fights to reclaim their shared property and life's work."
159. Charlotte,"Left alone with nowhere to go, Charlotte is picked up by an older man with questionable intentions."
160. Salve Maria,"Maria, a new mother and writer, is transfixed by the disturbing case of a woman who drowned her infant twins, prompting her own journey through the complexities of motherhood."
161. Planet B,"France, 2039. One night, a group of activists pursued by the state vanish without a trace. Julia Bombarth is one of them. When she awakens, she finds herself trapped in an entirely unfamiliar world: PLANET B."
162. Vedaa,"The journey of a young woman, who faces and resists a repressive system against portrayal of an antagonist."
163. Same Old West,"In the backlands of Goiás, two brutal men, after being abandoned by the same woman, turn violently against each other."
164. Double Ismart,A notorious criminal with a terminal brain tumor hires a rogue scientist to transfer his mind into the body of a street-smart renegade with a unique memory transfer port in his brain.
165. Bharathanatyam,The struggle of a young man to maintain a family secret amidst some testing situations and poky neighbourhood that leads to funny situations and later to family bonding.
166. Way Home,"A father enters war-torn Syria seeking his son Adam, facing deadly challenges that test his limits and beliefs. A journey of parental love, sacrifice, powerlessness and forgiveness."
167. Checkmate,"In a tangled web of power and love, the lives of a pharmaceutical company CEO, a failed Don, a grieving widower, and a shrewd lawyer intersect when a mysterious woman is kidnapped, sparking a chain of events in New York City's underbelly."
168. Nunakuzhi,A young man caught in a web of lies and mistaken identities.
169. Inside the Mind of a Dog,Embark on a delightful journey into the world of dogs in this documentary that reveals scientific and emotional insights about our lovable BFFs.
170. Second Life,"Whilst serving a prison sentence for killing a gang boss, Liang gives birth to a boy who is put into welfare. 30 years later, Liang is released from prison, and the gang send blind Ah Gui to pose as Liang's blind son so he can kill her."
171. Diciannove,"A curious student embarks on a journey of self-discovery, learning that the path, no matter how unfamiliar or daunting, is worthwhile."
172. The White House Effect,Explores the dramatic origin story of the climate crisis and how a political battle in the George H.W. Bush administration changed the course of history.
173. And Their Children After Them,"In eastern France, two teenage cousins have the summer of their lives when they paddle a purloined canoe to the far shore of a lake."
174. Super Happy Forever,"August 19, 2023. Childhood friends Sano and Miyata visit a resort hotel in Izu, searching for a lost red hat while revisiting places where Sano first met and fell in love with his late wife Nagi five years prior."
175. By the Stream,"Jeonim, a lecturer, persuades her uncle to direct her school's theatrical skit due to his past experience. While sketching near a stream, a scandalous incident involving students occurs, implicating Jeonim and her uncle."
176. Concerto for Abigail,A pianist confronts progressive hearing loss as she falls for someone new. She must decide whether to shut herself off or let her love in and face the challenge together
177. Quiet Life,"Refugee family in Sweden faces trauma after youngest daughter falls into unexplained coma when asylum denied. Parents struggle to find cure, resilience tested amid difficult circumstances."
178. Invader,"A young woman arrives in the Chicago suburbs and begins to suspect that something terrible has happened to her missing cousin, but soon realizes that her greatest fears don't even begin to scratch the surface."
179. Milestone,A small town embroiled in Civil Rights unrest receives a proposition that could change the world. There's just one caveat. They have to come together and put aside their differences.
180. She Taught Love,"A guy, Frank, on a self-destructive path. A girl, Mali, with an expiration date. What a perfect time to meet and fall in love."
181. Mr. Bachchan,"A straight-laced income tax officer suspended due to his unwavering honesty returns to his hometown and falls in love with a woman who reciprocates his feelings, before he is reinstated and tasked with raiding the home of a powerful man."
182. Loverboy: Emoties Uit,An unprecedentedly raw and intense crime narrative that takes the viewer into the dark world of human trafficking in the Netherlands.
183. Test Screening,"Follows four teens who find out that a test screening is coming to their little cinema, but the film is actually a mind-control experiment that has terrifying effects."
184. Lesson Learned,"Young teacher Juci rebels against archaic school methods as Palkó, a new foreign student, struggles to adapt to Hungary's demanding education system. Their stories mirror societal oppression."
185. The Dæmon,"Tom flees to his father's lakeside cottage after his suicide, where childhood memories and an ancient evil beneath the lake push him toward madness. His wife Kathy, her brother Mark, and his wife Jess try to save him."
186. Kifn,"Teenage Peri's arranged marriage faces troubles. To resolve issues, she revisits family archives from when relatives recorded memories in 2000s Sulaimani after her mother's early death."
187. Drone,"Émilie, a young student, works as a cam-girl at night to make ends meet. One evening, a mysterious drone appears at her apartment window. From then on, whenever Emilie is alone, the drone appears and follows her."
188. Challenger,
189. Hunt,Follows Dr. Keerthy as she receives a case at a medical college that unfolds something that she was not expecting.
190. Miki,"In the 1990s post-communist Slovakia, former woods worker Miki takes his chances to start doing business at a local level and climb up the ladder to become the biggest mafia boss in the country."
191. Balestra,"A competitive fencer agrees to test an experimental device that lets her train within lucid dreams in which she meets a mysterious stranger who will upend her marriage, her psyche, and her path to Olympic gold."
192. Hanami,"On a volcanic isle, Nana stays while others leave. Her ill mother Nia left after Nana's birth. Sent to the volcano's base for fever treatment, Nana encounters a dream-reality world. Years later, teenager Nana reunites with returning Nia."
193. Last Mile,"A cardboard box explodes on Black Friday, terrorizing the nation. Erena Funado, center director for Kanto distribution warehouse, must control the situation with Kou Nashimoto."
194. Art of Eight Limbs,A US agent goes undercover at a martial arts training camp which is suspected of being a cover for chemical weapons.
195. Rose Rosy Te Gulab,"Gulab, discontented with his single life, embarks on a manifestation journey advised by friends, finding himself torn between Rose and Rosy. His choice will determine his romantic future."
196. The Wolf,A hunter becomes the prey when asked to track a vicious wolf on an Indian Reservation.
197. Rita,"A seven year old Rita and her five year old brother Lolo from a working class family as the whole country goes crazy over the European football championships, with Spain in the quarter-finals."
198. Lolo and the Kid,A hustler and the child he took in routinely con the wealthy - but a life-changing opportunity could end their inseparable bond.
199. Bad Fish,"When a marine biologist investigates mysterious deadly attacks on fishermen in an Oregon coastal town, he discovers the culprit is a mermaid who must find a mate to breed with before returning to the sea."
200. Ellis Park,Legendary Australian musician Warren Ellis takes us on a guided tour through his world and one very special animal sanctuary.
201. Adios Amigo,"At a bustling bus stand, two men from contrasting social strata cross paths. One basks in affluence, the other grapples with life's challenges. Together, they embark on a journey laced with humor and unexpected adventures."
