Movie_Name,Storyline
95. Lost & Found in Cleveland,"A 24-hour slice-of-life following five people whose paths cross when an antiques appraisal TV show visits their Midwestern city, exploring their personal journeys amidst the post-industrial American dream."
96. Blue Cave,"Navy soldier Cem embarks on trip to ""Blue Cave"" he promised wife Alara. Journey unveils details of their relationship, affirming enduring love beyond death."
97. You Are the Apple of My Eye,"At a private school, a close group of friends is all hopelessly in love with the bright, popular student Sun-ah. Jin-woo claims he's the only one who doesn't share their feelings, but he eventually falls for her as well."
98. Der Spitzname,"Amid the chaos of acting dreams, career obstacles, bitcoin trading, overprotective parents, job loss, and mischievous children, a couple's Alpine wedding hangs in the balance."
99. Éden & Charlie,"In an uninhabited house, Éden and Charlie meet and, through their explorations, discover hidden secrets that force them to confront their repressed desires and come to terms with their identities."
100. Mukadderat,After the loss of her husband Sultan wants to remarry. Thus she finds herself in a new way.
101. Tahong,Mira is the daughter of a mussel farmer who needs to fight a reclamation project. She would do everything to save their livelihood even if it means sacrificing her innocence.
102. Panda Plan,International action superstar Jackie Chan is involved in a rescue operation of a beloved zoo panda named Hu Hu.
103. Psychonaut,"Enabled by a mysterious futuristic machine, Max, a young woman, dives inside the mind of her dying girlfriend, trying to find the essential memory that could save her life, all the while being hunted by a man they presumed to be dead."
104. Sweet Bobby: My Catfish Nightmare,"A woman's online courtship takes an unsettling turn when her romantic interest harbors a dark secret and sinister motives, leading to a harrowing ordeal."
105. Paper Bag Plan,"Facing cancer, Oscar trains his disabled son Billy in grocery bagging, hoping to secure him a job and independence before time runs out."
106. Fine Young Men,"When Alf returns to school after a year away, he begins to bond with new student Oliver. This will deeply damage the relationship between Alf and Oliver as Alf faces the transition to adulthood alone, embroiled in crime."
107. The M Factor: Shredding the Silence on Menopause,"Menopause is a silent epidemic affecting the health and well-being of millions of women. This film confronts this neglected crisis, challenges societal and medical shortcomings and advocates for a revolutionary approach to women's health."
108. Coastal,Neil Young's coastal solo tour as he performs rare songs in stunning theaters.
109. House of Ashes,Grieving widow Mia must survive psychological and supernatural horrors while under house arrest in House of Ashes.
110. Pater Noster and the Mission of Light,"Max, a young record store clerk stumbles upon a rare vinyl LP and is drawn into the world of a 1970s hippie commune. An invitation to the remnants of the cult and its unholy spawn leads to grave circumstances for Max and her friends."
111. Perewangan,"A girl named Maya who is terrorized by various unusual things. Ironically, Maya's father died. All this terrible terror occurred after Maya's mother fell ill."
112. They Whisper,"A young boy emerges from a coma after a fall down an abandoned mine shaft. His family is confronted by dark, threatening spirits and the possibility that the child in their home might no longer be their son."
113. Violentas Mariposas,"A graffiti artist and the singer of a punk band, meet in an atmosphere of profound social crisis and discontent. Their idealist and revolutionary minds seek a world of justice and they are willing to fight for it. Music and street art, unite them and serve as their weapons. Naive and innocent, they are unaware of the power of impunity and injustice until they fall victims to police brutality, awakening the unimaginable rage of those who have nothing left to lose. When justice is absent, revenge is an act of faith."
114. The Opera! Arie per un'eclissi,Modern version of Orpheus and Eurydice.
115. For the One,"FOR THE ONE journeys through the stories that gave flight to the Summer Worship Nights tour. A celebration of music, vision, and community, FOR THE ONE weaves the passion of Brandon Lake and Phil Wickham into a memorable cinematic event."
116. Marcho - L'ultima bandiera,"1420. On the arrival of the Serenissima, all the Friulian nobles bowed to their new master. Only one, Marcho, castellan of Moruzzo and standard-bearer of the Patriarch, refuses to bow: a choice he will pay for with his life."
117. Vettaiyan,Ruthless criminal activity is met with force from a maverick police officer with a disregard for the rules as he confronts an outbreak of lawlessness.
118. Please Don't Feed the Children,"A gang of orphans travels to the south in quest of a new life after a viral outbreak decimates the adult population of the nation, only to find themselves at the mercy of a psychotic woman who is hiding a perilous secret."
119. Take Cover,A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.
120. Pani,"When the peaceful married life of a couple is unexpectedly disrupted by two youngsters with criminal inclination, the trials and tribulations connect the mobster lives of Thrissur by becoming a part of vengeance."
121. The Groomsmen Last Dance,"Jackson moves to Italy to be near his daughter, but a chance meeting with cafe owner Gabriella, and some meddling friends, may lead to a second chance at love."
122. Trouble,"Conny, a divorced salesman, gets wrongfully imprisoned for murder. There, he meets criminals who mistake him for a pilot like his ex-wife's new boyfriend. Chaos ensues as he navigates life behind bars while separated from his daughter."
123. Messy,"Follows the life of brutally self-aware, promiscuous, love addict Stella Fox, who moves to New York after a devastating breakup, and all her disappointing romantic dalliances over the course of a summer."
124. Here Now,Sophie a young Californian traveling in Italy on her vacation with her sister. She meets Giulio and his group of friends with whom she spends the most terrifying night of her life.
125. The Trail,"A young woman embarks on a remote hiking trail in the Alps to cope with a trauma. In the midst of the rustic landscape, she is now not only confronted with her own fears, but also has to face an alien threat."
126. Depravity,"A group of tenants, suspecting that their neighbor could be is a serial killer, stumble upon an art heist worth millions."
127. Donselya,"An 18-year-old virgin, Iris, enters a marriage of convenience with wealthy widower Joaquin for financial gain. However, the discovery of her deceit regarding her purity leads to a disastrous honeymoon."
128. Nobody Dumps My Daughter,"After Jimmy breaks up with Theresa, her obsessive mother Mary tries desperately to reunite them, even hiring a hitman to kill Jimmy when bribing him fails."
129. Bougainvillea,A family entangled in a police investigation surrounding the mysterious disappearance of tourists in Kerala.
130. Vampire Zombies... From Space!,"In 1957, the small town of Marlow is under attack by: see title"
131. Mittran Da Challeya Truck Ni,"Satta, a truck driver, wants a practical wife to organize his life. Jindi, an independent woman, desires wealth and luxury. Their clashing paths lead to an unconventional relationship defying traditional romance norms."
132. Friedas Fall,"The murder of a young woman's son sparks a pivotal moment in the fight for women's rights and political equality in early 20th century Switzerland, setting the stage for a historic court case."
133. Kingsmen,"Richard King raised his 4 sons to be just like him and to take over the family business, but his sudden death has left the family searching to find out who and what could be the reason their family was torn apart."
134. Castration Movie Anthology I: Traps,Trans sex worker Michaela mentors her newly-out friend Adeline while pursuing motherhood in Vancouver. Production assistant Turner slides toward inceldom as his relationship falls apart.
135. The Gentleman,"Eccentric director Rande faces threat from young actor Dane to his success, Oscar aspirations, marriage, and career. His jealousy and indecisiveness jeopardize his lavish Hollywood life, forcing him to reevaluate priorities."
136. Taboo: Family Secrets,"The infidelities by patriarch Lukas divide the family. His Son Tyler visit sparks a taboo relationship with his stepmother Amanda, forever altering the dynamics and loyalties after certain revelations."
137. Terrestrial,Dave is a teacher forced to work in an environment where he feels as though he doesn't belong. Maybe the discovery of a seemingly dead alien in a lava tube is the one thing that can get him out of his pathetic rut and back into the game?
138. Black Cab,"A couple's jovial cab driver diverts them to a remote, haunted road, revealing disturbing motives and his true intentions."
139. Hazard,A young man faces hard life choices and tragedies as he attempts to break the cycle of addiction tearing his family apart.
140. Thesis on a Domestication,"A successful transgender actress and her lawyer husband decide to adopt a child, defying the conservative community in Argentina. But their attempt for a domestic happiness is thwarted when they visit the actress's hometown."
141. Black,"A young couple move into a serene row house, eager for peace and privacy. A violent storm and unsettling forces unravel their marriage. Vasanth must uncover the truth behind these supernatural occurrences before everything falls apart."
142. Black Creek,"A sheriff's sister seeks revenge against the terrifying leader of a group of outlaws after discovering he brutally murdered her brother, his wife, and other family members in a gritty southwestern town."
143. CTRL,"Nella and Joe are the perfect influencer couple, but when he cheats on her, she turns to an AI app to erase him from her life - until it takes control."
144. Martin,"A journey of a man discovering himself, finding love and fighting for his motherland. Can he hold the fort on all three gates?"
145. Bureau 749,A traumatized young man with physical abnormalities is forced to join a mysterious bureau to confront a disaster spreading across the earth caused by an unknown creature. He embarks on an adventure uncovering mysteries about his life.
146. Hijack '93,"In an effort to dismantle their military-backed government, four men hijack an airplane, leveraging passengers on board in the name of social change."
147. Justice,"A discharged police officer is given a chance to regain his former life by capturing a bank robbery crew. Teaming up with a young policewoman, the ex-cop must act swiftly before the heist draws unwanted scrutiny from the new authorities."
148. Jigra,"When Ankur is wrongfully imprisoned and sentenced to death in a foreign country, his steely sister Satya is driven by a lethal resolve to break him free."
149. Despatch,"News going digital, veteran crime journalist Joy fights irrelevance. Seeking major scoop and personal redemption, he pursues a perilous investigation into Mumbai's underbelly, unearthing dark secrets."
150. The Twin,"After the tragic loss of his son, a man begins experiencing terrifying visions of a figure that looks like himself. As reality unravels, he must confront his past and the supernatural force haunting him before it consumes him completely."
151. Everyone Is Going to Die,An entrepreneur is attempting to reconnect with his daughter on her Birthday. The party is interrupted and they are taken hostage by two masked female robbers who appear to have real problems with the Patriarchy.
152. Laws of Man,"At the dawn of the Cold War, two U.S. marshals pursue a wanted murderer in the deserts of Nevada."
153. Crackcoon,"A raccoon ingests a discarded synthetic drug and mutates into a vicious killer. It rampages through a mountain community, threatening campers, tourists, and residents. No one is safe from the monstrous raccoon's violent onslaught."
154. My Friend an Delie,"Li Mo and Andre, who have different personalities, became close friends because of football, an accident caused Andre to disappear from Li Mo's memory along with his youth. Years later, Li Mo ""meet"" Andre on his way to father's funeral."
155. Maid Droid Origins,"After Eve, a beautiful android, murders one of her clients, she runs away from the evil Syndell corporation and hides out at the home of Timothy, the man who created her where she finds herself trapped in a deadly love triangle."
156. The Correspondent,"Award-winning journalist Peter Greste reports on the Arab Spring uprising, becoming entangled in a deadly game of rivalries. Imprisoned for seven years despite his innocence, he survives on wits alone before release in 2015."
157. Triangle,"A happily married couple visited by an old friend, who ends up stirring the pot by becoming sexually involved with both the husband and the wife."
158. Passport,"Follows two friends risking it all for a better life abroad, but get entangled in a perilous smuggling operation, with romance and destiny intertwined, amidst thrills, suspense, and adventure."
159. Heretics,Recovered footage documents the horror of a group of teens who break into the abandoned Simmons House. What begins as a thrill-seeking adventure turns into a nightmare as they discover a dark cult intent on sacrificing them one by one.
160. Everything to Me,"A girl raised in Silicon Valley in the shadow of Steve Jobs' successful return to Apple, and his huge influence on her imagination, her aspirations and relationships."
161. Jimmy and Stiggs,"A perfect storm of lousy news sees out-of-work filmmaker Jimmy Lang spiral into a bender, during which he claims to have been abducted by aliens, and fearing their return, he contacts his old friend Stiggs to help him gear up for war."
162. Delivery Run,"A food delivery driver gets caught in a deadly chase in the icy Minnesota wilderness, pursued by a crazed snowplow driver for unknown reasons, facing life-threatening situations and forced to outsmart his relentless pursuer alone."
163. U.S. Palmese,"In a desperate attempt to rebuild his reputation, a disgraced French soccer star reluctantly accepts a contract with an amateur team in Southern Italy"
164. Feminist Fathima,"A housewife in coastal Kerala sparks quiet rebellion after trying to replace a mattress, challenging patriarchy through small acts of resistance in her journey toward self-liberation."
165. Death Whisperer 2,"In a world shrouded by darkness, a relentless force seeks retribution, undeterred by boundaries or morality"
166. The Last Dance,"A debt-ridden wedding planner inadvertently becomes a successful funeral planner, but he must convince a traditional Taoist priest of his legitimacy to continue operating in the field."
167. Off the Record,"LA musician Astor Grey seems to have it all - true love, a big break, and a hot rock star boyfriend - but in the cutthroat music industry, success and love come at a cost, and nothing is as perfect as it seems."
168. Bogota: City of the Lost,"Young man moving to Colombia with his family for a better life, but he ends up living from hand to mouth. He later goes against all odds to dominate Bogota's black market."
169. Bagheera,"When society turns into a jungle, just one predator cries out for justice."
170. Krista,"Krista is happy with the simple life she's living with the husband she loves very much. But her ambitious husband ends up losing big at cockfighting, forcing him to commit a crime, and leading Krista to use her body to save him."
171. The Diary,"Where Olga discovers the unfinished diary of a known killer and becomes fascinated by its dark secrets. As she delves into its contents, she uncovers a mysterious connection between them, putting her life and others in grave danger."
172. Street Trash,A group of homeless misfits must fight for survival when they discover a plot to exterminate every homeless person in the city.
173. S.T.A.L.K.E.R.: Shadow of the Zone,A seasoned Free Stalker tasked with guiding a band of Mercenaries deep into The Zone to investigate a paranormal radio signal. Based on the S.T.A.L.K.E.R. video-game series by G.S.C. Game World.
174. ReEntry,"A romantic sci-fi drama about a woman whose husband disappears in a scientific experiment, only to return a year later."
175. Baligtaran,"Kat a beautiful DJ who immediately catches the eye of pansexual woman Denise. But while Kat falls for Denise, she's just one of the many partners of Denise. Will Kat learn to be okay with their set-up or will Denise change her way for Kat?"
176. 1 Million Followers,A small-town girl who is invited by a popular influencer to a mansion in Thailand where the beautiful mingle as they build Karissa up to a million followers. Things take a dark turn when they discover who the sponsor behind this event is.
177. The Shadow,"Juhan Liiv, a struggling poet and an unlikely detective suffering from the early stages of schizophrenia, solves gruesome murder cases in Estonia in the 1890s under the shadow of the tyrannical Russian Empire."
178. Traffic,"Natalia and Ginel leave their small Romanian Danube village to work abroad in a big Flemish city. One evening, when she is assaulted after meeting a local, Natalia asks Ita, a friend from home turned into a crook, to help her."
179. Time Travel Is Dangerous,"Best friends Ruth and Megan run a vintage shop in Muswell Hill. Stumbling across a time machine, they embark on trips to the past to stock their shop with no idea of the irreparable damage they're causing to the fabric of the universe."
180. Rippy,"Obsessed with living up to her dead father's legacy, a young sheriff finds her mettle tested when locals are found ripped to shreds."
181. Undergrads,A coming-of-age tale about two girls that delves into the complexities of sexuality and its big impact on their young lives.
182. 100 litraa sahtia,"Two middle-aged sisters in a Finnish village promise to brew beer for a wedding but drink their entire batch. In a hilarious race against time, they struggle with hangovers while trying to make more beer and save their reputations."
183. Squatters,"Two squatters living frugally in London find themselves at odds when they stumble upon a prime flat. Trapped inside by a storm, Raheem and Jayden fear they may be in grave danger considering a killer on the loose in the area."
184. The Last Stand of Ellen Cole,Follow a nefarious land developer who gets more than he bargained for when he tries to intimidate an 80-year-old widow into abandoning her Montana ranch.
185. The Lost Tiger,"Adopted by a wrestler kangaroo family, Teo's life changes when visions lead him to his roots. He embarks on an epic journey to save his homeland from destruction."
186. Butchers Book Three: Bonesaw,"Three women find themselves being hunted by a vicious killer who slaughters people and hacks them up in his van, while a clever sheriff pieces together the clues he's leaving behind."
187. I Can Never Be Yours,"When fresh-faced college graduate Sheryl Davis has a one-night stand with billionaire Liam Anderson on New Year's Eve, she never expects to become his secretary. Will Liam realize his perfect match has been right before him all along?"
188. Fight Another Day,"Follows a tough cop, who after being transported to a dystopian future, must enter a deadly combat tournament to be able to return to his past."
189. All the Way to the Endless,"One man in his thirties, making a living in Shanghai. After breaking up with his girlfriend, the dual pressures of work and life make him unconsciously imagine a world where fantasy and reality coexist to survive the chaotic life."
190. Cassino in Ischia,"The next generation of action heroes push Nic Cassino off his perch. He goes to Italy to work with struggling Italian directors on the first-ever ""Neo-Realist"" action movie in an effort to revitalize his career."
191. Saint-Exupéry,"When Airmail's best pilot Henri Guillaumet disappears in the Andes, his best friend Antoine de Saint-Exupéry decides to set out in search of him against all odds."
192. An Autumn Summer,"In a magical lake town, one couple and four best friends spend the final month before college chasing an endless summer."
