Movie_Name,Storyline
15. Tarot,"When a group of friends recklessly violates the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death."
16. Parthenope,"A woman born in the sea of Naples in 1950 searches for happiness over the long summers of her youth, falling in love with her home city and its many memorable characters."
17. Emilia Pérez,"It follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self."
18. The Seed of the Sacred Fig,"An investigating judge struggles with paranoia amid political unrest in Tehran caused by the death of a young woman. When his gun goes missing, he suspects his wife and daughters, imposing harsh measures that fray family ties."
19. The Girl with the Needle,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work."
20. The Surfer,"A man returns to the idyllic beach of his childhood to surf with his son. When he is humiliated by a group of locals, the man is drawn into a conflict that keeps rising and pushes him to his breaking point."
21. Atlas,"In a bleak-sounding future, an A.I. soldier has determined that the only way to end war is to end humanity."
22. Empire Waist,Follows a group of teens learning to love their bodies through inclusive fashion design and friendship.
23. Between the Mountain and the Sky,"An inspiring story of love and resilience after tragedy strikes humanitarian Maggie Doyne, mother to over 50 Nepalese children."
24. Young Woman and the Sea,"The story of competitive swimmer Gertrude Ederle, who, in 1926, was the first woman to ever swim across the English Channel."
25. The Shrouds,"Karsh, an innovative businessman and grieving widower, builds a device to connect with the dead inside a burial shroud."
26. Souleymane's Story,A Paris food delivery cyclist and asylum seeker named Souleymane has two days to prepare his story for a make-or-break interview to secure legal residency.
27. Bird,"Bailey lives with her brother Hunter and her father Bug, who raises them alone in a squat in northern Kent. Bug doesn't have much time to devote to them. Bailey looks for attention and adventure elsewhere."
28. All We Imagine as Light,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend."
29. Lazareth,"Lee protects her orphaned nieces Imogen and Maeve from a self-destructing world, raising them in isolation until an outsider threatens their peaceful existence."
30. The Exorcism,A troubled actor begins to exhibit a disruptive behavior while shooting a horror film. His estranged daughter wonders if he's slipping back into his past addictions or if there's something more sinister at play.
31. Unfrosted,"In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever."
32. Twilight of the Warriors: Walled In,"Follows troubled youth Chan Lok-kwun as he accidentally enters the Walled City, discovers the order amidst its chaos, and learns important life lessons along the way."
33. Uma Musume: Pretty Derby - Beginning of a New Era,"Uma Musume - they were born to run. Born with names from other worlds, sometimes with strange, sometimes with glorious histories, they inherit the souls of these names and run. Aiming only at the goal beyond our eyes."
34. Armand,"Armand, a 6-year-old boy, is accused of crossing boundaries against his best friend at elementary school."
35. Beating Hearts,"Local rebellious teenager Clotaire falls for his schoolmate Jackie, but gang violence leads him to a darker destructive path. After years apart, the star-crossed lovers discover that every path they've taken leads them back together."
36. On Becoming a Guinea Fowl,"On an empty road in the middle of the night, Shula stumbles across the body of her uncle. As funeral proceedings begin around them, she and her cousins bring to light the buried secrets of their middle-class Zambian family."
37. Touch,"A romantic and thrilling story that spans several decades and continents; Touch follows one man's emotional journey to find his first love who disappeared 50 years ago, before his time runs out."
38. Mother of the Bride,Lana's daughter Emma returns from London and announces that she's getting married next month. Things become more complicated when Lana learns that the man who stole Emma's heart is the son of the man who broke hers years ago.
39. The Marching Band,"Acclaimed conductor Thibaut has leukemia and needs a bone marrow donor. Learning he was adopted, he finds an older brother, a musician and factory worker. Their reunion sparks a fraternal, musical journey amidst the town's factory closure."
40. Eephus,"Grown men's recreational baseball game stretches to extra innings on their beloved field's final day before demolition. Humor and nostalgia intertwine as daylight fades, signaling an era's end."
41. Santosh,"Newly widowed Santosh inherits her husband's job as a police constable in the rural badlands of Northern India. When a girl's body is found, she's pulled into the investigation under the wing of charismatic feminist inspector Sharma."
42. Macbeth,"Macbeth encounters witches who foretell his kingship. Lady Macbeth hatches a plot to seize the throne. Guilt and paranoia consume them as rebellion and Lady Macbeth's spiral lead to their downfall, prophecies' sinister unraveling."
43. Black Dog,"Released from jail, Lang returns to his hometown in Northwest China. As part of a dog patrol tasked with clearing stray dogs before the 2008 Olympics, he bonds with a black stray. The two lonely souls embark on a new journey together."
44. Following,"A mystery thriller about a real estate agent who secretly enters clients' homes and becomes obsessed with a deceptive social media influencer. The film explores themes of obsession, identity and the dark side of social media."
45. Misericordia,"Returning to Saint-Martial for his late boss's funeral, Jérémie's stay with widow Martine becomes entangled in a disappearance, a threatening neighbor, and an abbot's shady intentions."
46. Sister Midnight,A genre-bending comedy about a frustrated and misanthropic newlywed who discovers certain feral impulses that land her in unlikely situations.
47. Colors of Evil: Red,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth."
48. Summer Camp,"Follows Nora, Ginny, and Mary, three childhood best friends who used to spend every summer at a sleep-away camp together. After years, when the opportunity to get back together for a summer camp reunion presents itself, they all seize it."
49. The Backrooms,"After discovering the myth and legend of the Backrooms, a group of friends enter into Earth's darkest corners to find them - unknown to the danger they'd encounter. Now it's up to them to escape their own prison and avoid a fake reality."
50. This Time Next Year,"Minnie and Quinn are born on the same day, one minute apart. Their lives may begin together, but their worlds couldn't be more different. Years later they find themselves together again. Maybe it's time to take a chance on love."
51. Thelma the Unicorn,"A singing pony who dreams of stardom finds instant fame when she transforms into a sparkly unicorn, but becoming a celebrity is one wild ride."
52. To a Land Unknown,A Palestinian refugee living on the fringes of society in Athens gets ripped off by a smuggler and sets out to seek revenge.
53. Rumours,"The leaders of seven wealthy democracies get lost in the woods while drafting a statement on a global crisis, facing danger as they attempt to find their way out."
54. She's Got No Name,"A bizarre case caused thousands of waves. There are different opinions on the truth. When the whole story of the case was gradually restored like pieces of a puzzle, people realized that the truth was not that important anymore."
55. Darkness of Man,"Interpol operative Russell Hatch witnesses the death of an informant when a seemingly routine raid goes wrong. Years later, he finds himself protecting the informant's son from a group of merciless gangs involved in an all-out turf war."
56. Holy Cow,"Totone's carefree teenage life of drinking and dancing takes a turn when he must provide for his 7-year-old sister. Seeking income, he channels his energy into producing an award-winning comté cheese to claim a competition prize."
57. Srikanth,"Blind Srikanth gets into MIT, founds Bollant Industries. Pursues goals for visually impaired while facing entrepreneurial challenges, navigating personal sacrifices. Highlights obstacles overcome by the blind in academics and business."
58. The Great Lillian Hall,"Lillian Hall, a Broadway actress, has never missed a performance throughout her long, illustrious career. Yet in the rehearsals her confidence is challenged. People and events conspire to take away her ability to do what she loves most."
59. Caught by the Tides,"A Chinese woman lives for herself in silence, celebrating the prosperous Belle Epoque with songs and dance."
60. Baby,"After his release from a juvenile center, Wellington finds himself homeless in São Paulo. At a porn theater, he meets Ronaldo, who mentors him in street survival. Their bond evolves into a turbulent affair."
61. My Boo,Very Thai and very romantic story about love between a boy and a ghost girl.
"62. Oh, Canada","Leonard Fife, one of sixty thousand draft evaders and deserters who fled to Canada to avoid serving in Vietnam, shares all his secrets to de-mythologize his mythologized life."
63. The Most Precious of Cargoes,"During a war that plagues everything around, a lumberjack's wife finds an abandoned baby girl. This meeting transforms the lives of the couple and those whose destinies intertwine with that of the child."
64. The Present,"A brilliant boy discovers that he can manipulate time using a family heirloom. He soon teams up with his siblings in returning to the time of their parents' separation, with hopes of changing the outcome."
65. An Ordinary Case,"A man is accused of murdering his wife. His lawyer must defend him against all odds, and especially against himself."
66. Jim Henson: Idea Man,"A trip into the mind of creative visionary Jim Henson, from his early years puppeteering on local television to the worldwide success of Sesame Street (1969), The Muppet Show (1976), and beyond."
67. Murder at Hollow Creek,A disbarred lawyer and his eccentric brother attempt to pull off the robbery of a lifetime but find themselves in a dangerous game of cat and mouse with a disgruntled Serbian mobster
68. Three Kilometres to the End of the World,"Set in a conservative Danube Delta community, a gay teenager's journey of self-discovery clashes with the traditional values upheld by his parents and neighbors."
69. Invited,"When a reluctant mother attends her daughter's Zoom elopement, she and the rest of the family in attendance quickly realize the groom is part of a Russian cult with deadly intentions."
70. The Hyperboreans,"A woman's storytelling and illusions bring to life the controversial figure of Miguel Serrano, a Chilean writer who propagated esoteric Neo-Nazi philosophies, prompting contemplation about his place in history."
71. Do Not Enter,"Two friends, aspiring YouTubers, trespass where they shouldn't. Their adventure takes a terrifying turn as they confront an unimaginable horror."
72. The Balconettes,Three women in a Marseille apartment get stuck in a heat wave. They find themselves trapped in a terrifying affair and longing for freedom.
73. You Can't Run Forever,A teenage girl suffering from anxiety due to a tragic event from her past finds herself hunted through the woods by a sociopath on a murderous rampage.
74. Midas Man,"On Thursday 9 November 1961, a man named Brian descended the stairs to a cellar in Liverpool and changed the world forever."
75. Boy in the Pool,"Seok-young loves swimming and meets mysterious Woo-ju in the countryside. They grow close after he saves her from drowning, but separate when he leaves to pursue his dream. Will they reunite someday?"
76. Paradox Effect,"An ex junkie witnesses a murder. She is forced to cooperate with the killer to save her daughter's life. She must fight time, the police and criminal underworld to save the only person who means something to her."
77. Guruvayoor Ambalanadayil,"A young man never wanted to marry because his girlfriend married someone else. Five years later, he was all set to get married. But a discovery about his bride's extended family forces him to reconsider? Will he marry her?"
78. Die Hart 2: Die Harter,"Hart plans an innovative action film with unscripted, unexpected scenes to cement his legacy as the greatest. However, a blind spot leads him to fall victim to a vengeful plot from his past."
79. When the Light Breaks,"Una grapples with grief while harboring a secret, unable to fully express her emotions, as she navigates challenging events swirling around her."
80. The Second Act,"Florence wants to introduce David, the man she's madly in love with, to her father. But David isn't attracted to her and wants to throw her into the arms of his friend Willy. The characters meet in a restaurant in the middle of nowhere."
81. Limonov: The Ballad of Eddie,"The outrageous story of Eduard Limonov, the radical Soviet poet who became a bum in New York, a sensation in France, and a political antihero in Russia."
82. Cinderella's Curse,"Based on the same folktale that Disney updated and popularized for children, back in the 1950s."
83. Wild Diamond,"Liane, 19, lives with her mother and sister in Fréjus in the south of France. Consumed by aspirations of beauty and stardom, she auditions for a reality show called ""Miracle Island."""
84. Block Pass,"Willy and Jojo are childhood friends who never leave each other's side. To beat boredom, they train at the Pampa, a motocross track. One evening, Willy discovers Jojo's secret."
"85. I, the Executioner","Rookie detective Park Sun Woo and Seo Do-Cheol, a veteran of the Violent Crimes Investigation Division team, chase after a serial killer who shakes up their world."
86. The Image of You,"After Anna meets a stock trader, she thinks he's perfect, but her identical twin sister Zoe doesn't trust him, so she sets out to discover the truth about him."
87. Julie Keeps Quiet,"Julie is a star player at an elite tennis academy. When her coach falls under investigation and is suddenly suspended, all of the club's players are encouraged to speak up. But Julie decides to keep quiet."
88. Blue Sun Palace,"When tragedy strikes, an unexpected bond forms between two migrants in the Chinese community of Queens. Far from home, their labor-filled lives intertwine as they grieve and search for familial connections."
89. Ghost Cat Anzu,"Friendship shared between Karin, a strong-minded girl sent to live with her monk granddad in the Japanese countryside, and Anzu, the even-more unpredictable phantom feline who acts as her guardian."
90. Marcello Mio,"Chiara is an actress and daughter of Marcello Mastroianni and Catherine Deneuve. One summer, she decides to live like her father. She dresses, speaks, and breathes like him with such conviction that others start calling her ""Marcello""."
91. The Other Way Around,"After 15 years as a couple, Ale and Alex decide to throw a party to celebrate their separation, leaving their loved ones perplexed."
92. Niki,"Follows Saint-Phalle while she is modeling and striving to be an actor. She's married and has a daughter who is two years old. They left the United States during the harsh McCarthy era and travel to France, where they briefly feel elated."
93. Meeting with Pol Pot,"Three French journalists travel to Cambodia in 1978 after receiving an invitation from the Khmer Rouge regime, embarking on a perilous adventure."
94. Bad Director,"It follows Gregor Samsa, a washed-up director in his late fifties who is reviewing his life. Him having wasted it as a cultural worker doesn't exactly add to his joy."
95. Desert of Namibia,"21-year-old Satsuki swaps boyfriends frequently, unconcerned with career or societal norms. Her unpredictable behavior leads to a misdiagnosis of bipolar disorder, as she navigates a rigid, patriarchal society."
96. Drained,"Unemployed artist Thomas is captivated by alluring Rhea, who conceals her vampire nature. Their intense affair takes a sinister turn as Thomas becomes gravely ill."
97. Mor Chhainha Bhuinya 2,"Two brothers Uday and Kartik grow up together in Chhattisgarh with differences in their ideologies but with love for each other in their hearts. One day, they find themselves against each other. What will win, their love or their ideology?"
98. In Good Hands 2,"A newly reunited father and son grapple with new beginnings after tragedy, but can they manage to fill the void left by a beloved wife and mother?"
99. Joe Baby,"A money collector for a private investigator is hired to track down 10 million dollars stolen in a dodgy real estate deal, opening a complex can of worms."
100. Do You See What I See,"On her birthday, Mawar's dream, who was lonely and only accompanied by her boarding house friends, came true about the partner she dreamed of. However, after finding this partner, Mawar's behavior became increasingly strange."
101. Shadow Land,"Haunted by relentless nightmares foretelling his untimely demise, Former President Robert Wainwright summons his past psychiatrist to his upstate residence who discovers the threat may be more real than imagined."
102. Carnage for Christmas,"Lola, a true-crime podcaster, returns home for Christmas only to face a vengeful ghost reenacting the murders of a historical killer. With her community at risk, she must confront the town's buried secrets to stop the slaughter."
103. Jagat,"The disappearance of a young student sets off a chain of events that tests Sub-Inspector Pandya's tenacity, as he peels back layers of deception to find the sinister truth."
104. Unpredictable,"A modern thriller filled with intense sexual tension. Betrayal, jealousy, revenge and lies. A plot full of tension and twists of events."
105. Motel Destino,"Under the burning sky on a roadside on the coast of Ceará, Motel Destino is the scene of dangerous games of desire, power and violence. One night, the arrival of young Heraldo definitively transforms the daily life of the place."
106. Thalavan,"Retired Dysp Udhayabhanu narrates events of his professional life in a TV program. He reveals the intriguing details of the 'Chepanamthota case', a milestone event in his career."
107. The Kingdom,"Lesia, a teenager, is taken by a man to a villa where her fugitive father and his men are hiding. A war erupts, leading to death and a chase where father and daughter bond."
108. Jhamkudi,"Raniwada, a village in Gujarat, is cursed by an evil witch named JHAMKUDI during Navratri celebrations. Real estate agent Bablo and royal family heir Kumud return to face the witch's wrath and save Raniwada."
109. Vina: Before 7 Days,"Vina, a victim of a motorbike gang's atrocities in Cirebon, refuses to accept her death being labeled an accident. Her spirit intervenes within the seven days preceding the incident to reveal the truth behind what really happened."
110. A Little Something Extra,"To escape the police, a son and his father find refuge in a summer camp for young adults with disabilities, posing as a resident and his educator. The beginning of trouble and a wonderful human experience that will change them forever."
111. Universal Language,An absurdist triptych of seemingly unconnected stories finds a mysterious point of intersection in this tale set somewhere between Winnipeg and Tehran.
112. Dog on Trial,"Avril, a young lawyer specializing in animal defense, goes to great lengths to save her client, a repeat-offender dog, from capital punishment. This dog helps Avril accept her own human complexity."
113. Kulong,"Three celibate friends seclude themselves at a resort to pen a steamy script for a competition, but struggle to write convincingly about intimacy they haven't experienced."
"114. Love, Courage and the Battle of Bushy Run","Colonel Henry Bouquet, with a ragtag group of British soldiers, Scottish Highlanders and American volunteers, was tasked with trying to save the hundreds of men, women and children facing certain death - or worse - in Fort Pitt."
115. Being Maria,"Maria Schneider's rise to fame after ""Last Tango in Paris"" and its controversial production's impact on her life and career."
116. Aarambham,"Prisoner no 299 escapes from Kalaghati jail leaving no clues behind. However, two detectives hired by the police department investigated the case and found something unbelievable."
117. A Stranger's Child,"Soon after Donna wakes up in the hospital with amnesia and a baby, news breaks of a kidnapped baby, causing Donna to question whether the baby is hers."
118. Rasavathi,"A former criminal doctor and his wife seek a tranquil life, but an inspector hellbent on vengeance jeopardizes their newfound peace."
119. Grand Tour,"Edward, civil servant, flees fiancée Molly on their wedding day in Rangoon, 1917. His travels replace panic with melancholy. Molly, set on marriage, amused by his escape, trails him across Asia."
120. For Sale,A shady salesman is tasked with selling a haunted house.
121. A Part of You,"Agnes, a teen envious of her popular older sister Julia, faces upheaval when tragedy strikes. Forced to reinvent herself, she's on the cusp of attaining her dreams but must navigate the consequences of her choices."
122. Je Jatt Vigarh Gya,"Follows the story of Daler (Jayy Randhawa), a straightforward and a fierce individual whose life takes a drastic turn due to unforeseen personal circumstances. Faced with injustice and unnatural behavior, Guri's transformation from a it"
123. The Blue Angels,Follows the veterans and newest class of Navy and Marine Corps flight squadron as they go through intense training and into a season of heart-stopping aerial artistry.
124. Dead Wrong,A narcissist concocts a get-rich-quick scheme that ignites a violent chain reaction and overwhelms the lives of those around him.
125. Animale,"Camargue, France - Nejma trains hard to win the local bullfighting competition. When she is mauled after a celebration, she starts to notice disturbing changes. News of a rogue bull on the loose terrifies the community, killing young men."
126. The Damned,"In the winter of 1862, during the Civil War, the U.S. Army sends a volunteer company to patrol the uncharted Western territories."
127. Raseeli Raatein,"Rituparna is content with her quaint life in a small town, until a suppressed secret from her past comes knocking at her door."
128. Garudan,"Sokkan, the trusted confidant of childhood friends Aadhi and Karuna.But when his loyalty and self respect is put into test, which would he choose?"
129. War of the Worlds: Extinction,"When a rogue general from the planet Emios attacks Earth, a team of archeologists must track down an ancient artifact that can prevent extinction."
130. Killer Body Count,"Mistaken as a sex addict by her dad, Cami is sent off to a remote religious treatment center where the other kids are being hunted by a killer."
131. Down the Rabbit Hole,"Raised in opulence and culture, 10-year-old Tochtli's lavish life contrasts with the darkness that seeps in from his father's criminal activities."
132. Prom Dates,"Jess and Hannah, at 13 years old made a pact to have the perfect prom, only 24 hours before the big event, everything is ruined when they break up with their dates. Now they have one night to find new dates and make the fantasy comes true."
133. The Shameless,"After killing a cop in a Delhi brothel, Renuka takes refuge in a northern India community of sex workers. There, she begins a forbidden romance with the 17-year-old Devika. Against all odds, they try to forge their path to freedom."
134. Not Another Church Movie,"God commands Taylor Pherry to write a movie inspired by his crazy, dysfunctional family, but the Devil has his own devious plans."
135. Himas,Dana is wife to a blind ex-fireman who is unable to satisfy his wife's physical needs due to his condition. A young man enters the picture and lures Dana to a sinful relationship to satisfy her sexual frustrations.
136. Les Survivantes,"Eight survivors recount their harrowing experiences within a widespread pedophile network, exposing the system that enabled such horrific abuse and asking how long it will persist."
137. Balinsasayaw,"A rich woman marries a charming womanizer who conspires with his wife's best friend. When all the revelations are exposed, the tables suddenly turn."
138. Christmas Eve in Miller's Point,"On Christmas Eve, a family gathers for what could be the last holiday in their ancestral home. As the night wears on and generational tensions arise, one of the teenagers sneaks out with her friends to claim the wintry suburb for her own."
139. Teacher's Pet,"A student uses manipulation to start an affair with his teacher. As she attempts to break it off, mysterious deaths occur in her circle. Her survival hangs in the balance."
140. The Beach Boys,A celebration of the legendary band that revolutionized pop music and created the harmonious sound that personified the California Dream.
141. Naomi: Reversed,"A teacher named Naomi takes in Yuzuru, a younger man she found alone. While caring for him like a stray cat, she falls for him despite his wild nature. She questions her choice but has no one to confide in."
142. Lady Guard,Warehouse security guard Estelle allows illegal gambling for bribes. New recruit Meryl's arrival threatens Estelle's position and benefits from overlooking the illicit activities.
143. Bushido,"Kakunoshin Yanagida was a samurai, forced to leave the Han due to a false accusation. He then lived in poverty with his daughter Kinu."
144. Wake,"Desperate for a lead role in a Hollywood remake, a struggling actress tracks down the lead of the original film who's now a mysterious recluse. Strange occurrences quickly turn the meeting into a nightmare."
145. Everybody Loves Touda,"Touda is a Sheikha, a traditional Moroccan singer. Performing in the bars of her provincial town under the gaze of men, she plans to leave for the lights of Casablanca, to gain recognition and ensure a better future for her son."
146. Secrets of the Neanderthals,"A unique excavation unravels the complex and creative nature of Neanderthals, shattering preconceptions through the lens of a landmark discovery - the best-preserved Neanderthal skeleton found in over 25 years."
147. Can You Hear Me?,A World War 1 Romantic Ghost Story
148. Savi,"Savi a simple housewife attempts a daring jailbreak to get her husband out of one of England's high security prisons With 400 inmates, 75 armed guards, 60 surveillance cameras."
149. Mr. Manhattan,Mason Bradley's life turns upside-down when he unexpectedly becomes the sole guardian of his late brother's kids after prioritizing his law career and ending his engagement.
150. Bionic,"When the progress of robotics makes Paralympic athletes the new sports stars, Maria dreams of competing against her sister. For that, she will have to enter a world of crime and violence."
151. Bob Mackie: Naked Illusion,"Bob Mackie, a six-decade costume designer, received a Lifetime Achievement award and Tony nomination for The Cher Show. His unique, unfiltered style has been showcased in a new documentary."
152. Invasive,"A young woman secretly residing in a billionaire's lavish mansion stumbles upon dark secrets, sparking a desperate fight for survival."
153. Viet and Nam,"In the underground coal mines, Nam and Viet, young miners, face danger and darkness. One prepares to leave for a new life, but they must find Nam's father's remains, a soldier lost in a faraway forest, retracing the past through memories."
"154. The Way, My Way","Based on the best selling Camino memoir, The Way, My Way, written by Bill Bennett, the film documents one man's journey along the Camino de Santiago, searching for meaning, not realizing it was right in front of him, one step at a time."
155. Shaka: A Story of Aloha,"From Japans temples to Brazils beaches to Hawaiis epic North Shore waves, embark on a global quest to unravel the mystery of the Shaka gesture. Discover its origin, meanings and why its the secret to creating and maintaining paradise."
156. Star,"Follows a youngster Kalai and his aspirations of becoming a 'Star' in the Tamil Film Industry. Born in a lower-middle-class family, will Kalai overcome all his struggles to emerge as a Star?"
157. Waitress,Three servers are willing to do everything to find their perfect mate. They are always ready to serve.
158. The Commandant's Shadow,"Follows Hans Jürgen Höss, the son of Rudolf Höss, the Camp Commandant of Auschwitz when he confronts his father's involvement in the murder of over a million Jews during the Holocaust."
159. Unspeakable: Beyond the Wall of Sleep,Renowned oneirologist Ambrose London is requested to appear at Arkham Asylum to study the strange case of dissociative identity disorder in patient James Fhelleps/Joe Slater.
160. Bogieville,A young couple on the run come across a derelict trailer park 'Bogieville'.
161. Kali,"Lisa, aka Kali, who has nothing left to lose when she finds out her husband has been executed in Rio to cover up a corruption scandal. A former Special Forces recruit, she heads to Brazil with fists, blood and explosives, to Know the truth"
162. My Oni Girl,A high school student's life takes an unexpected turn when he meets an oni (demon) girl on a quest in the human world.
163. Aranmanai 4,"After his sister's suspicious death, a man decides to discover the hidden truth, setting off a chasm for chaos and terror."
164. An Unfinished Film,"January 2020. A film crew reunites near Wuhan to resume the shooting of a film halted ten years earlier, only to share the unexpected challenges as cities are placed under lockdown."
165. Morando com o Crush,"Luana and Hugo are schoolmates and are in love with each other. But when Hugo's mother and Luana's father decide to go out together and move in with everyone, things get complicated for the suitors."
166. Wrong Numbers,"After a disastrous blind date, Emma strikes up conversation with Jack. They stumble into a one-night stand that turns out complicated and destructive."
167. The Hangman,"Troubled father Leon takes son camping in Appalachia. Local cult summons evil Hangman demon. Son goes missing. Leon must confront cult, monster to find him amid rising body count."
168. Temurun,"As they try to come to terms with the loss they have experienced, will Dewi and Sena be able to face the mystery of the legacy passed down from their extended family?"
169. Bermondsey Tales: Fall of the Roman Empire,"A gritty comedy-drama based on real events. Bermondsey Tales: Fall Of The Roman Empire tells the story of South London crime family The Roman's as infighting, cozzers and rival firms put everything they have worked for at risk."
170. Gracie and Pedro: Pets to the Rescue,A pampered show dog and a street-smart alley cat embark on a thrilling journey to find their family after being separated during a cross-country move.
171. Deadly Invitations,An influencer comes across a VIP party invite not meant for her and dives headfirst into the side of the industry where secrets are worth killing for.
172. Ghost Trail,"Hamid joins a secret group tracking Syrian war criminals on the run. His mission takes him to Strasbourg, pursuing his former torturer for a fateful confrontation."
173. Malayalee from India,An unemployed young man named Aalparambil Gopi is compelled to embark on a journey away from his home. This unplanned trip ultimately changes the course of his life in a remarkable way.
174. The Judgement,"A prominent lawyer grapples with ethical quandaries and intricate legal obstacles when attempting to rectify past errors, inadvertently impacting society on a larger scale."
175. September Says,"When September is suspended from their school, her sister July begins to assert her own independence. Tension in the family builds on holiday Ireland as a series of surreal encounters test the them all to their limit."
176. Fights Break Sphere 3,"The film tells the story of Xiao Yan's struggle to rescue his friends and avenge his mother, and how he survives all the hardships, rises from the ashes, and returns with strength."
177. Gazer,"Frankie, a young mother with dyschronometria, struggles to perceive time. Using cassette tapes for guidance, she takes a risky job from a mysterious woman to support her family, unaware of the dark consequences that await."
178. The Roast of Tom Brady,"Tom Brady faces the heat in this livestreamed, star-studded roast hosted by Kevin Hart."
179. Gam Gam Ganesha,"During a Ganesh Chaturthi celebration, small-time thief Ganesh attempts a major heist that goes awry, leading to a comical clash with Rudra and his boss Kishore Reddy, who are also searching for a valuable item amidst the festive chaos."
180. Babydoll,Meet Babydoll. She's desperate to spend her birthday with the man she loves. It just so happens that he's also her boss.
181. My Sunshine,"Two young skaters, polar opposites in personality, team up to train for a figure skating duo, their growing bond blurring the lines between partners and more as winter unfolds."
182. Jim's Story,A family living in the Jura mountains is torn apart following the return of the son's biological father.
183. Bhaiyya Ji,A man who stands up for his family and seeks revenge for the wrongs done towards his loved ones.
184. The Plot,The story is about a hitman named Brain who suffers an accident during a murder and struggles to survive while suspecting everyone around him to find out who is behind the accident after barely surviving.
185. Turbo,"Jose, a jeep driver from Idukki gets in trouble and is forced to relocate to Chennai where he gets entangled with Indhu and his best friend, Jerry. A bunch of surprises in the form of Vetrivel and others await Jose in Chennai."
186. Road Wars: Max Fury,"In a post-apocalyptic wasteland, two sisters leave their stronghold to save their wounded mother. Armed only with a muscle car and limited ammo, they race against ruthless raiders to secure lifesaving supplies from a distant outpost."
187. Matters of the Heart,"Follows a middle-class family who, on the surface, have a happy and perfect life. But behind the facade, the family is on the verge of disintegration due to the father's escalating alcohol consumption."
188. Lula,"An intimate portrait of Luiz Inácio ""Lula"" da Silva, one of the world's most influential political figures, chronicling his extraordinary path to regaining Brazil's presidency in 2022 after a 19-month imprisonment."
189. Reptilians,"The story explores the conspiracy theory of reptilian beings secretly controlling humanity, delving into its origins, cultural impact and the psychology behind such beliefs regarding extraterrestrial enigmas."
190. Perumani,Showcases the lives of the people in a village and the challenges they encounter.
191. Love Syndrome: The Beginning,"Despite Itt and Day's destructive relationship, they have gradually grown affection for one another. However, to see if Day's feelings are true, Itt drastically runs away, driving Day wild with rage. How will this twisted tale end?"
192. Eat the Night,"Young drug dealer Pablo and his sister Appoline bond over an online game called Darknoon. Pablo falls for Night, neglecting his sister. While Appoline finishes the game, Pablo and Night become embroiled in a dangerous gang conflict."
