Movie_Name,Storyline
23. Mothers' Instinct,"Alice and Celine live a traditional lifestyle with successful husbands and sons of the same age. Life's perfect harmony is suddenly shattered after a tragic accident. Guilt, suspicion and paranoia combine to unravel their sisterly bond."
24. In a Violent Nature,"When a locket is removed from a collapsed fire tower in the woods that entombs the rotting corpse of Johnny, a vengeful spirit spurred on by a horrific 70-year old crime, his body is resurrected and becomes hellbent on retrieving it."
25. Role Play,"Emma has a wonderful husband and two kids in the suburbs of New Jersey. She also has a secret life as an assassin for hire, a secret that her husband Dave discovers when the couple decide to spice up their marriage with a little role play."
26. Girls Will Be Girls,"At a strict boarding school nestled in the Himalayan foothills, 18-year-old Mira first discovers desire and romance. However, her curious, rebellious, coming-of-age is disrupted by her young mother, who never got to come of age herself."
27. Dìdi,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom."
28. The Master and Margarita,"A writer's novel is banned and play canceled. He then conceives a satirical novel where a devil-like character metaphorically revenges those responsible. Knowing it cannot be published, his muse Margarita pushes him to write it anyway."
29. No Way Up,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.
30. Bob Marley: One Love,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music."
31. Your Monster,"After her life falls apart, a soft-spoken actress her voice again when she meets a terrifying, yet weirdly charming monster living in her closet."
32. Fighter,A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission.
33. Out of My Mind,"Melody Brooks is navigating sixth grade as a nonverbal wheelchair user who has cerebral palsy. With the help of some assistive technology and her devoted allies, Melody shows that what she has to say is more important than how she says it."
34. Soundtrack to a Coup d'Etat,Jazz and decolonization are entwined in this historical rollercoaster that rewrites the Cold War episode that led musicians Abbey Lincoln and Max Roach to crash the UN Security Council in protest against the murder of Patrice Lumumba.
35. Will & Harper,"In this intimate portrayal of friendship, transition and America, Will Ferrell and his close friend of thirty years decide to go on a cross-country road trip to explore a new chapter in their relationship."
36. The American Society of Magical Negroes,A young man is recruited into a secret society of magical black people who dedicate their lives to a cause of utmost importance: making white people's lives easier.
37. Black Box Diaries,"Journalist Shiori Ito investigates her own sexual assault, seeking to prosecute the high-profile offender. Her quest becomes a landmark case, exposing Japan's outdated judicial and societal systems."
38. The Remarkable Life of Ibelin,"Mats Steen, a Norwegian gamer, died of a degenerative muscular disease at the age of 25. His parents mourned what they thought had been a lonely and isolated life, when they started receiving messages from online friends around the world."
39. Sugarcane,An investigation into abuse and missing children at an Indian residential school sparks a reckoning on the nearby Sugarcane Reserve.
40. Winner,Winner is a brilliant young misfit from Texas who finds her morals challenged while serving in the U.S. Air Force and working as an NSA contractor.
41. 10 Lives,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey."
42. Arthur's Whisky,Three elderly ladies drink an elixir that makes them young again and soon discover that youth isn't all it's cracked up to be.
43. Handling the Undead,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them."
44. Exhibiting Forgiveness,"A Black artist on the path to success is derailed by an unexpected visit from his estranged father, a recovering addict desperate to reconcile. Together, they struggle and learn that forgetting might be a greater challenge than forgiving."
45. Bedspacer,Janice's steamy obsession to imitate Lexi propels them to campus stardom. But dark secrets blur the lines between authenticity and seductive deception.
46. The Greatest Night in Pop,"On January 28th 1985, dozens of the era's most popular musicians gathered in Los Angeles to record a charity single for African famine relief. Setting egos aside, they collaborated on a song that would make history."
47. Badland Hunters,"When an earthquake turns Seoul into a lawless badland, a fearless huntsman goes on to rescue a teenager from a mad doctor who held the teenager captive in a camp full of dangerous cultists."
48. What Happened to Suzy,With the help of a documentary film crew a young locksmith investigates his sister's disappearance only to discover the terrifying truth.
49. Between the Temples,A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher re-enters his life as his new adult Bat Mitzvah student.
50. Paradises of Diane,"After the birth of her first child, Diane disappears in an unknown city, but her body reawakens her memories and what she is fleeing from."
51. Love Me,A post-apocalyptic romance in which a buoy and a satellite meet online and fall in love after the end of human civilization.
52. Ghostlight,"When a construction worker unexpectedly joins a local theater's production of Romeo and Juliet, the drama onstage starts to mirror his own life."
53. Skywalkers: A Love Story,"A daring couple travels worldwide to climb the 118-story megatall skyscraper, Merdeka 118, in Kuala Lumpur, Malaysia, attempting a bold acrobatic stunt on the spire to salvage both their career and relationship."
54. Good One,"During a weekend backpacking trip in the Catskills, 17-year-old Sam navigates the clash of egos between her father and his oldest friend."
55. Stormskerry Maja,"Seventeen-year-old Maja marries Janne, a fisherman, against her will. Her life on Stormskäret is full of challenges and setbacks. As a fisherman's wife, she has to fend for herself and take care of the family when her husband is at sea."
56. Sebastian,"Max, a 25-year-old aspiring writer living in London, begins a double life as a sex worker in order to research his debut novel."
57. Ponyboi,"Unfolding over the course of Valentine's Day in New Jersey, a young intersex sex worker must run from the mob after a drug deal goes sideways, forcing him to confront his past."
58. Devo,"In 1980, new wave band Devo scored a hit with ""Whip It"" and gained mainstream success with their message of societal ""de-evolution"", formed in response to the 1970 Kent State shootings."
59. A New Kind of Wilderness,"In the Norwegian wilderness, a family seeks a wild free existence but a tragic turn of events shatters their isolation, compelling them to adapt to the demands of contemporary society."
60. The Soul Eater,"When violent and gruesome deaths starts plaguing a small mountain village, an old legend about a malevolent creature resurfaces."
61. Super/Man: The Christopher Reeve Story,"Reeve's rise to becoming a film star follows with a near-fatal horse-riding accident in 1995 that left him paralyzed from the neck down. After the accident, he became an activist for spinal cord injury treatments and disability rights."
62. Cult Killer,"After a renowned private investigator is murdered, his protégé takes on the case. As her investigation unfolds, she is forced into a dangerous alliance with his killer to uncover the town's grisly secrets and bring justice to its victims."
63. The Courier,Follows a hustler and his rise to the top of the corruption that surrounded the real estate bubble after the arrival of the euro in Spain.
64. Silent Love,"Just love. In this complicated and muddy age, this is the most sad love story of this winter, gently holding up a transparent pure love."
65. Boundless,"Detective Mørck and team reopen a cold case on Bornholm Island involving a girl's death, a cult, and missing women. Mørck must solve the case and confront his past to move forward with his fiancée."
66. Daughters,"Four young girls prepare for a special Daddy/Daughter Dance with their incarcerated fathers as part of a unique fatherhood program in a Washington, D.C. jail."
67. Merry Christmas,Two strangers meet on a fateful Christmas Eve. A night of delirious romance turns into a nightmare. Revealing anything more would be a crime.
68. The Butterfly People,"Revisits the 2011 F5 tornado that struck Joplin, Missouri, killing over 161 people. Amid the tragedy, miraculous stories emerged of otherworldly beings helping survivors. Many children called them ""Butterfly People""."
69. Never Look Away,"CNN camerawoman Margaret Moth fearlessly captures footage of war zones. A Sundance premiere featuring Christiane Amanpour, directed by Lucy Lawless."
70. Sujo,"When a cartel gunman is killed, he leaves behind Sujo, his 4-year-old son. The shadow of violence surrounds Sujo during each stage of his life. As he grows into a man, Sujo finds that fulfilling his father's destiny may be inescapable."
71. Every Little Thing,"A woman in Hollywood cares for injured hummingbirds, experiencing personal growth as she witnesses their fragility and resilience."
72. Kardes Takimi,The story follows a family with kids and parents that are agents. One day the parents tell the kids that they will be away for 2 days. When the parents arrive they get trapped. The kids find a robot and they go on a adventurous journey.
73. Stress Positions,"Terry, in strict quarantine in his ex-husband's Brooklyn home, cares for his injured nephew, a 19-year-old Moroccan model named Bahlul, drawing attention from everyone in his life."
74. In the Land of Brothers,"Three members of an extended Afghan family start their lives over in Iran as refugees, unaware they face a decades-long struggle ahead to be ""at home""."
75. The Painter,"An ex-CIA operative is thrown back into a dangerous world when a mysterious woman from his past resurfaces. Now exposed and targeted by a relentless killer and a rogue black ops program, he must rely on skills he thought he left behind."
76. Justice League: Crisis on Infinite Earths - Part One,"The Anti-Monitor, the Monitor's evil counterpart, is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back."
77. The Underdoggs,"Jaycen ""Two Js"" Jennings is a washed-up ex-professional football star who has hit rock bottom. When Jaycen is sentenced to community service coaching an unruly pee-wee football team, he sees it as an opportunity to turn his life around."
78. In the Summers,"On a journey that spans the formative years of their lives, two sisters navigate their loving but volatile father during their yearly summer visits to his home in Las Cruces, New Mexico."
79. Sunrise,"A man, Fallon (Alex Pettyfer) roams the land as a creature of the night as he comes to terms with tragic loss of his family at the hands of a brutal demagogue, Reynolds (Guy Pearce)."
80. Johnny Puff: Secret Mission,Follows Johnny Puff and his friends as they embark on a secret mission to save Taigasville from the evil plans of Otto von Walrus.
81. Bad Faith,"Exposes how Christian Nationalism has become the most powerful anti-democratic force in America. Leaders join forces to defend our country from this march to fascism, but American citizens seem unaware of the threat."
82. Auction,"André Masson, specialist in modern art, receives a letter according to which a painting by Egon Schiele had been discovered in Mulhouse. He finds that the work has been missing since 1939. This discovery puts his career in danger."
83. Porcelain War,"Under roaring fighter jets, Ukrainian artists Slava, Anya, and Andrey choose to stay behind. Defiantly finding beauty amid destruction, they show that although it's easy to make people afraid, it's hard to destroy their passion for living."
84. Screw Mickiewicz,Expelled writer tries to save rebellious students in Warsaw high school using literature and unconventional methods.
85. Agent of Happiness,"Amber, a happiness agent, travels the Bhutanese Himalayas surveying people's happiness. On his remote mountain journey, he searches for fulfillment."
86. Union,A group of current and former Amazon workers in New York City's Staten Island challenges one of the world's largest companies in a unionization battle.
87. Beautiful Wedding,"After a crazy night in Las Vegas, Abby and Travis discover that they're married, and they head to Mexico for a honeymoon with friends and family."
88. Given the Movie: Hiiragi Mix,Hiiragi Mix takes place after the events of the Eiga Given and is mainly focused on the relationship between Mafuyu's childhood friends Hiiragi Kashima and Shizusumi Yagi.
89. Flight 404,"Days before traveling to Mecca for HAJJ, Ghada is faced with an emergency and needs a large sum of money. She must return to a tainted past and keep it from consuming her."
90. Madame Luna,"An Eritrean refugee hides her identity as the notorious human trafficker, ""Madame Luna"". When she is forced to stay in Italy on her way to freedom, she experiences the same hardships endured by the people she exploited."
91. Nocturnes,"Amidst the lush Eastern Himalayan forests, moths convey a mysterious message. Under the cover of night, two inquisitive observers illuminate this clandestine universe, unraveling the secrets whispered by these enigmatic creatures."
92. Transient,"After a traumatic accident, a tech entrepreneur's new invention forces him to wrestle with the ghosts of his past."
93. The Battle for Laikipia,"Unresolved historical injustices and climate change raise the stakes in a generations-old conflict between Indigenous pastoralists and white landowners in Laikipia, Kenya, a wildlife conservation haven."
94. Eternal You,"Startups use AI to create avatars that allows to talk with their loved ones after death. Exploration of deep human desire for immortality, questioning consequences of commodifying this age-old dream."
95. As We Speak,Bronx rap artist Kemba explores the growing weaponization of rap lyrics in the United States criminal justice system and abroad - revealing how law enforcement has quietly used artistic creation as evidence in criminal cases for decades.
96. Run Baby Run,A young woman has to run for her life.
97. Salawahan,"Melaine can't get enough with the two men in her life. When a new man arrives, she gives in to temptation."
98. Horny Teenagers Must Die!,"A group of high school graduates travel to a cabin in the woods to celebrate and party, only to be picked off one by one by a demented psychopath who kills with farm tools and sex toys."
99. The Vampire Next Door,"Introverted Cameron, is desperately in love with his high school crush Diane. But his romantic pursuit is halted when Victoria, a female vampire moves in next door. Cameron soon discovers he's in the middle of a life-and-death adventure."
100. Wanted Man,"Follows a police officer who must retrieve an eyewitness and escort her after a cartel shooting leaves several DEA agents dead, but then he must decide who to trust when they discover that the attack was executed by American forces."
101. Crypto Storm,"Lok, Chief Investigation Director of ICAC, probe a bank exec's crypto market manipulation. Discovering the bank's ruin and a kidnapping ransom in crypto, Lok suspects a deeper conspiracy and vows to catch the mastermind."
102. Guntur Kaaram,"Years after his mother abandons him and remarries, a man demands answers when he's asked to sign a document denying he is her son as she runs for office."
103. Pantasya ni Tami,"A-Lister Azi Acosta approaches the sexier side of cosplaying. Tami, with the help of her fubu photographer, Ken, sells sexy photos of herself."
104. The Hunted,"After their boat engine fails in the Mediterranean Sea, a group of refugees are rescued by rich Europeans who offer them shelter on an idyllic island. But the miracle becomes a nightmare when the saviours turn into ruthless manhunters."
105. Dilig,"About to get married to an old, wealthy businessman, Resa enlists the help of gardener Otso to seduce her fiancé's daughter, Katelyn, and record his sexploits with her in order to get her disowned."
106. The Mehta Boys,"A father and son embark on an involuntary 48-hour odyssey, navigating clashing perspectives as they confront the intricate nuances of their strained relationship."
107. Chaperone,"Alienated by friends and family for her lack of ambition, 29-year-old Misha finds a dangerous acceptance in a bright 18-year-old athlete who mistakes her for a fellow student."
108. One More Shot,"Following the attack on the black site in Poland, Navy SEAL Jake Harris is ordered to escort terrorist suspect Amin Mansur to Washington D.C for interrogation."
109. Saving Bikini Bottom: The Sandy Cheeks Movie,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town."
110. Swimming Home,"An adaptation of cult author Deborah Levy's unique and provocative novel about love, loss and longing. A woman invites a naked stranger found floating in the pool of her family holiday villa to help her set those she loves free."
111. Race for Glory: Audi vs. Lancia,"A true David vs. Goliath story spotlighting the intense rivalry between Audi and Lancia at the 1983 Rally World Championship. Against all odds, Lancia battles to regain its former glory with a combination of innovation and courage."
112. Hanu Man,An imaginary place called Anjanadri where the protagonist gets the powers of Hanuman and fights for Anjanadri.
113. Golden Kamuy,"On the Hokkaido frontier, a war veteran and Ainu girl race against misfits and military renegades to find treasure mapped out on tattooed outlaws."
"114. Palipat-lipat, papalit-palit",A guest turns into nightmare. Story revolves around protagonist and his wife. An Unwanted guest and her desire ruins their personal life. See who wins between lust and love.
115. Krazy House,"Set in the 1990s, Krazy House follows religious homemaker Bernie and his sitcom family. When Russian workers in Bernie's house turn out to be wanted criminals, Bernie has to man up and save his imprisoned family, while slowly going crazy."
116. Boléro,"In 1928 Paris, choreographer Ida Rubinstein commissions Maurice Ravel to compose the music for her next ballet. Facing a crisis of inspiration, the composer revisits his life and dedicates himself to create a universal masterpiece, Bolero."
117. Case of Kondana,"In the outskirts of Bangalore, a fiery ASI clashes with a gangster in a fictional outpost. His love life faces hurdles while ACP Lakshmi hunts a criminal and Raju tries to save his ill son."
118. American Star,"An assassin on a final assignment in Fuerteventura, to kill a man he has never met. When his target is delayed, he finds himself drawn to the island, people and a ghostly shipwreck."
119. Abraham Ozler,"Revolves around the personal and professional lives of veteran cop Abraham Ozler, ACP Trichur, who at one time has to take up a serial killing case and the mysterious hunt begins."
120. Dutch II: Angel's Revenge,"When a legal technicality frees the allies of notorious gangster Dutch, power-hungry Angel sets out to take back the streets, and repentant Zoom seeks to right his wrongs."
121. Noah's Ark,Tom and Vini are two bohemian mice who stow away on Noah's Ark. They must use their musical talents to enter a competition and help maintain peace among the animals.
122. Little Death,A middle-aged filmmaker on the verge of a breakthrough. Two kids in search of a lost backpack. A small dog a long way from home.
123. Alienoid: The Return to the Future,Ancient Taoists travel through time and space in an effort to obtain a divine sword.
124. Ayalaan,"A lost alien seeks help to go back to his home, but everything gets harder after the alien returns to its home."
125. Empire Queen: The Golden Age of Magic,"In a kingdom where magic is forbidden, a charming trio of adventurers embark on a dangerous quest in search of the legendary Sovereign Wand, which is needed to overthrow an evil queen and restore magic for all."
126. Roadkill,Vengeance rides the open road when a young woman traveling alone encounters a renegade drifter and ends up in a fight for her life.
127. Destroy All Neighbors,"Struggling prog-rock musician William Brown finds himself in a living nightmare when he accidentally kills Vlad, the neighbor from hell."
128. Junction,"Junction addresses the modern day opioid crisis in America, and asks how did this happen, from three different points of view. The CEO of a pharmaceutical company, a doctor, and a patient."
129. Nedelja,Life of Dzej Ramadanovski the popular Serbian folk singer.
130. Luther: Never Too Much,"Chronicles the life of an iconic musical performer, from childhood musical talent to worldwide fame. Explores his collaborations, influences, character and relationships with family, friends and fans."
131. Gacy: Serial Killer Next Door,"A teenager's life in a quiet suburb changes drastically when John Wayne Gacy, a famed serial killer, becomes his neighbor. His curiosity leads to dark secrets and a frightening journey from innocence to a dire clash with evil."
132. Frida,"A raw and magical journey into the life of iconic artist Frida Kahlo, told through her own words from diaries, letters, essays, and interviews. Vividly brought to life with lyrical animation inspired by her unforgettable artwork."
133. Sixty Minutes,"Desperate not to lose custody, a mixed martial arts fighter makes dangerous enemies when he ditches a matchup to race to his daughter's birthday party."
134. Karinyo Brutal,"When a battered mistress meets her neighbor, she knows he will be her perfect escape plan. But things turn chaotic when their plan backfires."
135. Five Blind Dates,"A fortune teller tells a woman that on one of the next five blind dates she goes on, she will meet her soulmate."
136. Warchief,"A group of guardians are tasked with protecting a messenger who must deliver vital information to their king. On their journey through an ancient land, they face a battle filled with plagues, dark magic and vile monsters."
137. Qalb,Two young hearts falling in love. The ride takes you through the 7 stages of love.
138. Viduthalai Part 2,"An unassuming school teacher faces extreme circumstances, forcing him to take up arms and lead a fiery rebellion against oppression, becoming an unlikely leader."
139. 3391 Kilometres,"A lonely Turkish girl meets a boy who lives in a small town of France. Despite living far apart, they bond over shared quirks. Through late night chats they become close, overcoming physical distance to find friendship."
140. H. P. Lovecraft's the Old Ones,"Sea captain Russel Marsh was possessed by an ancient entity for 93 years, committing horrific acts for a cult. Now free, he seeks to travel back in time to undo his dark deeds, while the cult vows to eliminate him."
141. Hellhound,"While hunting down a brutal kingpin, one error sends an elite hitman on a downward spiral that devolves into all-out war on the streets of Thailand."
142. Schirkoa: In Lies We Trust,A bored office worker may have accidentally sparked a revolution in a bizarre dystopian world.
143. Captain Miller,A man leaves and turns against the British-led Indian military after witnessing atrocity.
144. Look Into My Eyes,A documentary through a series of intimate sessions with psychics and their clients.
145. King Baby,"A warped modern fairytale plays out in a crumbling 'kingdom' populated only by a King and a Servant. The arrival of a mannequin Queen throws their carefully constructed world into isolation, madness, and murderous megalomania."
146. The Moogai,"A young Aboriginal couple brings home their second baby. What should be a joyous time takes a sinister turn, as the baby's mother starts seeing a malevolent spirit she is convinced is trying to take her baby."
147. American Dream: The 21 Savage Story,Follows 21 Savage's journey from UK birth to US upbringing where he conquers adversity like poverty and crime to attain success in rap music.
148. Kolpaçino: 4 4'lük,"Hoping to put an end to their feud, Özgür and Sabri decide to meet at a venue to settle scores. Tayfun, eager to organize one last gambling trip before their engagement, invites ÖZgür to accompany him on this special night."
149. All Illusions Must Be Broken,"Through the lens of American cultural anthropologist and Pultizer Prize-winning author Ernest Becker, ALL ILLUSIONS MUST BE BROKEN is a cinematic rumination on human mortality and the lengths to which we go to deny it."
150. The Night They Came Home,A frontier lawman partners with an Indian detective to hunt down a ruthless band of teenage criminals known as the Rufus Buck Gang.
151. The Old Bachelor,"Two Iranian brothers live with their abusive father. When he rents to a young woman planning to marry her, her attraction to the older son creates tension in their already fractured family."
152. Ataturk II: 1881-1919,"After proving himself at Gallipoli in 1915, Mustafa Kemal began his journey, facing major battles against Russians on the eastern front and British in Syria, becoming the only undefeated Ottoman officer in WW1."
153. A Nice Jewish Boy,"Follow Bellisha, a Jewish man who lives with his mother, Giselle. The suburb where they live has seen the synagogue shut down, and now the last remaining Kosher grocery story is closing. They are officially the last Jews living there."
154. From the Ashes,"A seemingly normal school day ends in unthinkable disaster when a mysterious fire breaks out in the school basement. Chaos, panic and confusion prevail among students and teachers."
155. The Heirloom,A desperate filmmaker is seized by inspiration when he and his girlfriend adopt a traumatized rescue dog.
156. Mobile Suit Gundam SEED Freedom,"Lacus Clyne becomes president of a peace monitoring organization, but things are not quite what they seem."
157. National Theatre Live: Dear England,"With the worst track record for penalties in the world, Gareth Southgate knows he needs to open his mind and face up to the years of hurt, to take team and country back to the promised land."
158. Road Trip,Five friends go on a roadtrip to visit the wake of a friend.
159. The Good Teacher,"When a Literature teacher is confronted with a teenage student's complaint of inappropriate behavior, he is called upon to fight to protect his name, his position in the school, and his longtime gay relationship, which no one knows."
160. El Roomie,"Struggling writer Vivi takes in mysterious roommate Ro, but soon suspects Ro is hiding a dark secret."
161. Dance with the Devil,An easy heist quickly goes wrong for three stuck-up kids who think they have found the perfect target in an old man from the neighborhood.
162. Sihinayaki Adare,"The complicated love story of a man and a woman, whose pasts make it harder for them to love one another."
163. Lucky Winners,"After winning the lottery, the happy winners see their lives change into a nightmare."
164. Layla,"When Layla, a struggling Arab drag queen, falls in love for the first time, they lose and find themselves in a transformative relationship that tests who they really are."
165. Chapel,A man becomes a suspect in a serial murder case after waking from a coma with no recollection of who he is
166. War Game,"US officials simulate a coup post a disputed election. Insurgents take capitals, questioning the president's military control. Countering disinformation is vital, highlighting bipartisan defense of democracy."
167. Tears of Cem Karaca,"It tells the life story of Cem Karaca, the legendary name of Anatolian rock music, who has created many works."
168. 3310'dan Tüm Birimlere,
169. Lohusa,Lohusa tells the funny story of a mother and father trying to keep up with life during the first 40 days after birth.
170. Bremenskie muzykanty,"The troubadour and his impostor friends - a Dog, a Cat, a Donkey and a narcissistic Rooster - teamed up to accomplish the feat. The wandering musicians, led by a new leader, will rally again to bring laughter and joy back to the gloomy streets of Bremen. First of all, they must make the King's daughter laugh, but meeting the Princess threatens a dangerous adventure. There are insidious enemies, intrigues and traps against the Troubadour and his friends, but you have to fight for love. And then the Princess ran away from the palace. In one tangle there are criminal schemes of Robbers, intrigues of a Detective, whims and secrets of the royal family, but cheerful musicians with an indefatigable Troubadour will make everyone dance to their tune. What are the Bremen Town musicians willing to do for the sake of the feat?"
171. Beyond the Lake,The seemingly picturesque life of an ex-musician musician turns upside down when the woman who caused him to quit music moves in down the street.
172. ClearMind,A comedic thriller about virtual reality-gone-wrong.
173. The Shelter,"On a solo hike, a woman finds herself stalked by a bear. Only one will survive."
174. Steppenwolf,Tamara searches for her missing son in a violent town. She hires a morally questionable ex-detective to find him. His methods are cruel but she is determined to find her son whatever the cost.
175. Planetquake,"A tectonic shift deep below the Mariana Trench causes a series of ever escalating earthquakes. If a team of leading seismologists fails to stop the disaster, the events will break apart the Earth, resulting in billions of casualties."
176. Murder and Cocktails,"When a neighbor on their floor is murdered, married couple Nick and Lana host cocktail parties in their apartment in an attempt to discover which of their neighbors pulled the trigger."
177. The Windigo,"A Native American teen resurrects an ancient demon to protect his family from meth dealers, but finds the creature's bloodlust uncontrollable, forcing the family to break the curse before becoming its next victims."
178. Naked Nations - Tribe Hong Kong,A group of homosexuals going through the harsh quarantine measured in Hong Kong.
179. Girl in the Video,"Explores the tale of Mo, a widow who is doing her best to raise her two teenagers."
180. The Good Fight,"After a series of bad decisions threaten to destroy his family and career, Luke must look inside himself and decide what's really worth fighting for."
181. DIG! XX,"Two rock bands, The Dandy Warhols and The Brian Jonestown Massacre, navigate fame, friendship, and fierce rivalry in a raw journey through the music industry. The 20th anniversary cut adds fresh footage and new perspectives."
182. Call of Duty,
183. Citizen of a Kind,"After a fire destroys her laundromat, a single mother is tricked by a voice phishing scheme. She decides to investigate the criminals behind it."
184. The Jack in the Box Rises,"When a creepy Jack-in-the-Box is discovered and opened on the grounds of an exclusive girls' school, six brave students soon enter a fight to the finish against the unleashed demon."
185. Prepare to Die,A young man trains in the ways of martial arts to seek vengeance on the corrupt landowner who murdered his family.
186. The Haunting of Cottonwood,"David and Georgina's luck is about to change when good news arrives that David has inherited Cottonwood, an old Victorian house once used as an orphanage. What the family doesn't realize is that they've also inherited its evil past."
187. Heresy,"In a medieval Dutch village, a young woman is caught between her faith, fanatic townsfolk and the dark forces lurking in the woods."
188. Trinil,"Couple Rara and Sutan who are ready to start a new life after their honeymoon. Rara inherited a large tea plantation in Central Java belonging to William Saunder, her father, a Dutch man who really loved Indonesia."
189. The Missile,The empowering story of an abused single mother working at a small-town newspaper who gets drawn into the investigation surrounding the missile crash that upends life in a small northern village.
190. Good Bad Things,"An entrepreneur with a physical disability reluctantly tries a dating app, leading him on a profound journey of love and self-discovery."
191. Kizumonogatari: Koyomi Vamp,"After helping a vampire, Reki becomes one of them. To become human again, she must recover the vampire's limbs captured by hunters."
192. Thug in a Suit,"Many years ago, Zhou Ke broke into a gang den alone and rescued his brother Banuo, but was arrested and imprisoned. Fast forward a few years, Zhou Ke is released from prison and lives a carefree life as Li Fei. Where should Zhou Ke go?"
193. Meet the Leroys,A man takes his wife and their teenage children on a road trip down memory lane while facing divorce.
194. Last Night at Terrace Lanes,"When a bloodthirsty cult invades a bowling alley on its final night of operation, a high schooler on a date from hell, must join forces with her survivalist dad to fend off the crazed murderers."
195. Sugar Mami,"Giovanni and his wife, Vanessa are the perfect couple. That is until one day when Giovanni meets a beautiful woman named Mia who starts obsessing over him, and things slowly take a turn for the worse."
196. Bitconned,"In this true-crime documentary, three guys exploit the freewheeling cryptocurrency market to scam millions from investors and bankroll lavish lifestyles."
197. The Rebellious,"In spring 2020 during COVID lockdown, Félix, manager of a Parisian hotel, secretly hosts guests for trysts in the rooms despite restrictions."
198. Resident Evil Story,"A strange evil resides around, being very difficult to overcome and find the cure."
199. The New Purge,A woman lives in her own flesh a macabre purge where people are killed indiscriminately for fun.
200. Trust,Based on the book by Domenico Starnone
